before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Donald Byron (born November 8, 1958) is an American composer and multi-instrumentalist."
,1,0,N,
,0,2,N,
,1,2,N,
,2,2,N,
,3,2,N,
,4,2,N,
,5,2,HT,He grew up in the South Bronx among many Jewish neighbors who sparked an interest in klezmer.
,6,2,N,
,7,2,N,
,8,2,HT,George Russell was one of his teachers at the New England Conservatory of Music in Boston.
,9,2,N,
,10,2,HM,"In the 1980s he moved to New York City where he played with avant-garde jazz musicians such as Hamiet Bluiett, Craig Harris, and David Murray."
,11,2,N,
,12,2,HT,"In 2001, he performed ""Bli Blip"" for the Red Hot Organization's compilation album Red Hot + Indigo, a tribute to Duke Ellington which raised money for charities devoted to increasing AIDS awareness and fighting the disease."
,13,2,N,
,0,4,HT,"Byron is a practicing jazz historian, and some of his albums have been recreations (in spirit) of forgotten moments in the history of popular music."
,1,4,N,
,0,6,HT,Byron won the Rome Prize Fellowship awarded by the American Academy in Rome in 2009.
0.0,1,6,HM,"Byron won the Rome Prize Fellowship awarded by the American Academy in Rome in 2009. His Seven Etudes for solo piano, commissioned by pianist Lisa Moore, made him a finalist for the Pulitzer Prize in Musical Composition in 2009."
,2,6,HT,"He was nominated for a Grammy Award for Best Jazz Instrumental Solo in 2005 for his bass clarinet solo on ""I Want to Be Happy"" from Ivey-Divey."
,0,7,HT,"He was a judge for the 2nd annual Independent Music AwardsByron was named a 2007 USA Prudential Fellow and awarded a grant by United States Artists, a public charity that supports and promotes the work of American artists."
,1,7,N,
,0,11,HT,"Don Byron Plays the Music of Mickey Katz (Nonesuch, 1993)"
,0,19,HT,"Ivey-Divey (Blue Note, 2004)"
,0,20,HT,"Do the Boomerang – The Music of Junior Walker (Blue Note, 2006)"
,0,22,HT,"with Aruán Ortiz – Random Dances and (A)Tonalities (Intakt, 2018)"
,0,24,HT,"Bang on a Can All Stars & Don Byron: A Ballad for Many (Cantaloupe, 2006)"
,0,25,HT,"Lisa Moore: Seven (Cantaloupe, 2009)"
,0,26,N,
,1,26,N,
,0,27,N,
,1,27,N,
,0,35,HT,"Gustav Mahler: Dark Flame (Winter & Winter, 2003)With Marilyn Crispell"
,0,37,HT,"Live in San Francisco (Music & Arts, 1995)With Bill Frisell"
,0,40,HT,"The Sweetest Punch: The New Songs of Elvis Costello and Burt Bacharach Arranged by Bill Frisell (Decca, 1999)With Craig Harris"
,0,43,HT,"Souls Within the Veil (Aquastra Music, 2005)With David Murray"
,0,44,HT,"David Murray Big Band conducted by Lawrence ""Butch"" Morris (DIW/Columbia, 1991)"
,0,47,N,
,1,47,N,
,0,49,HT,"Ornettology (Somethin' Else/Blue Note, 1992)With Bobby Previte"
,0,51,HT,"Hue and Cry (Enja, 1993)With Reggie Workman"
,0,54,HT,"Ralph Alessi: This Against That (RKM Music, 2002)"
,0,55,HT,"Daniel Barenboim: A Tribute to Ellington (Teldec, 1999)"
,0,56,HT,"Hamiet Bluiett: The Clarinet Family (Black Saint, 1987)"
,0,57,HT,"Anthony Braxton: 4 (Ensemble) Compositions 1992 (Black Saint, 1993)"
,0,58,HT,"Steve Coleman: Drop Kick (Novus, 1992)"
,0,61,HT,"Edsel Gomez: Cubist Music (Tba, 2002)"
,0,62,HT,"Jerome Harris: Hidden in Plain View (New World/Countercurrents, 1995)"
,0,63,HT,"Gerry Hemingway: Special Detail (hatArt, 1991)"
,0,64,HT,"Joe Henry: Fuse (Anti-, 2003)"
,0,65,HT,"Leroy Jenkins: Themes & Improvisations on the Blues (CRI, 1994)"
,0,66,HT,"Hoppy Kamiyama: Welcome to Forbidden Paradise (Toshiba-EMI, 1992)"
,0,68,HT,"Hector Martignon: The Foreign Affair (Candid, 1998)"
,0,69,HT,"Mandy Patinkin: Dress Casual (CBS, 1990)"
,0,70,HT,"Tom Pierson: Planet of Tears (Auteur, 1996)"
,0,71,HT,"Vernon Reid: Mistaken Identity (Sony, 1996)"
,0,72,HT,"Marc Ribot: Rootless Cosmopolitans (Antilles, 1990)"
,0,73,HT,"Lalo Schifrin: Esperanto (Act, 2000)"
,0,75,HT,"Allen Toussaint; The Bright Mississippi (Nonesuch, 2009)"
,0,76,HT,"Suzanne Vega: Nine Objects of Desire (A&M, 1996)"
,0,77,HT,"Hal Willner: Weird Nightmare: Meditations on Mingus (Columbia, 1992)"
,0,78,HT,"Cassandra Wilson: Blue Light 'til Dawn (Blue Note, 1993)"
