before,after,paragraphIndex,annotation,sentences
,0,0,N,
,1,0,N,
,2,0,HT,In October 2017 she released her first solo album.
,0,2,HT,"Carla Georges was born on April 21, 2003."
,1,2,HT,She is from the town of Graveson in the department Bouches-du-Rhône.
,0,4,N,
,1,4,N,
,2,4,N,
,3,4,N,
,4,4,N,
,5,4,HT,"In the final, which took place on September 20, first she sang Céline Dion's ""Vole"" for a spot in the final three and then, in the ""championship battle"", in which the contestants repeated their audition songs, once again performed ""Éblouie par la nuit"" and won."
,6,4,HT,"The day after her victory, Carla stated that she was ""too young"" and wanted to ""wait a few years"" before releasing an album."
,7,4,HT,But a month later it was reported that she started to work on her debut single.
,8,4,N,
,9,4,N,
,10,4,N,
,11,4,N,
,12,4,HT,I think I should wait two or three more years.
,13,4,N,
,14,4,HT,she explained in a September 2015 interview with Purepeople.
,0,6,HT,"In 2015, Carla continued her music career as a member of Kids United, a child musical group formed as part of a campaign of Unicef France with the intention of covering ""the most beautiful songs celebrating peace and hope""."
,1,6,N,
,2,6,N,
,3,6,HT,"Both would linger in the French charts for months, eventually, in February 2016, hitting, respectively, number three and number one."
,4,6,HT,"On March 3, 2016, Carla announced on Twitter that she left the group."
,5,6,N,
,6,6,HT,"At the end of 2016, she covered the song ""Love Will Find a Way"" from Lion King 2 on the compilation We Love Disney 3, released by Universal Music France."
,7,6,HT,"In 2017, she performed the French-language version of the song ""What's My Name"" from Disney Channel's Descendants 2."
,8,6,N,
,9,6,HT,"She released her first solo single, ""Le Meilleur des 2"" (French version of Hanna Montana's ""The Best of Both Worlds"") in early October 2017 and her first solo album, titled simply Carla, on October 27."
,10,6,N,
,11,6,N,
