before,after,paragraphIndex,annotation,sentences
,0,0,HT,"John Davis (born October 22, 1957) is an American classical pianist, concert performer, recording artist, and historian."
,1,0,HT,"Born in Chapel Hill, North Carolina and raised in Providence, Rhode Island, Davis now lives in Brooklyn, New York."
,2,0,HT,"He has specialized in reviving the forgotten music of several 19th Century African-American pianists, including Blind Tom Wiggins and Blind Boone."
,3,0,N,
,0,1,HT,"Davis has performed solo piano recitals across the United States, toured Asia and Eastern Europe by invitation of the US State Department, and created several theatrically driven programs entitled The John Davis Caravan: Standing at the Crossroads, Will the Real Thomas Wiggins Please Stand Up!, and  Halley's Comet: Around the Piano with Mark Twain & John Davis."
,0,2,N,
,1,2,N,
,2,2,HT,"He has written articles on Blind Tom for several Oxford University Press books, including African American Lives (2004), Stress and Coping in Autism (2006), and African American National Biography (2008)."
,0,3,HT,Several recordings by Davis of Blind Tom compositions were used in the soundtrack of Lorna Simpson's 2003 film Corridor.
,0,4,HT,"In 2010, in commemoration of the 175th anniversary of the birth (and 100th anniversary of the death) of Mark Twain, Davis released  Halley's Comet: Around the Piano with Mark Twain and John Davis, an album of repertoire based around Twain's fondness for the piano."
,1,4,N,
,0,6,N,
,1,6,N,
,0,9,HT,"Marshfield Tornado: John Davis Plays Blind Boone (Newport Classic, 2008)"
,0,10,HT,"Halley's Comet: Around the Piano with Mark Twain & John Davis (Newport Classic, 2010)"
