before,after,paragraphIndex,annotation,sentences
,0,0,N,
,1,0,HT,"Founded in 1972, the group's original members included lead singer Ted Mills with Vernon Sawyer, Wendell Sawyer, Keith Beaton, and Calvin McFarland ."
,2,0,N,
,0,3,HT,"Blue Magic was formed in Philadelphia, Pennsylvania in 1972 when former member of The Delfonics, Randy Cain, brought in singer-songwriter Ted Mills to do some writing with the Philly-based WMOT production company to create a new band."
,1,3,N,
,2,3,N,
,3,3,N,
,4,3,N,
,5,3,HT,They were signed with Atco Records through WMOT in the same year.
,0,5,HT,"The group was one of the earliest acts produced by Norman Harris, a Philadelphia recording veteran."
,1,5,N,
,2,5,N,
,3,5,N,
,4,5,N,
,5,5,N,
,6,5,N,
,7,5,N,
,8,5,N,
,9,5,N,
,10,5,N,
,11,5,N,
,12,5,N,
,13,5,N,
,14,5,N,
,0,7,N,
,1,7,N,
,2,7,N,
,3,7,N,
,0,8,N,
,1,8,N,
,2,8,N,
,0,9,N,
,1,9,HT,"As a visually oriented group, they had several major television appearances, including Soul Train, The Mike Douglas Show, The Jerry Blavat Show, Dancin' On Air, and A.M. Philadelphia."
,0,10,N,
,1,10,HT,"The first was presented in New York City by Aretha Franklin, the second in Florida by the female recording artist Vanity."
,0,11,N,
,0,12,N,
,0,14,N,
,1,14,HT,"Subsequent label moves to Capitol Records for a reunion with Norman Harris (who had left two years earlier) and then the smaller label Mirage resulted in some smaller R&B charting, but no major success."
,0,16,HT,Background singer Richard Pratt left in the early 1980s.
,1,16,HT,"After sibling singers Vernon and Wendell Sawyer left, the remaining two members Mills and Beaton hired two other singers and traveled to Los Angeles, California, to record with Skip Scarborough and some members of the popular group Earth Wind & Fire on the album Message from the Magic."
,0,17,N,
,1,17,HT,"Also in 1989, they appeared on the song ""To Be Your Man"", the third single from Big Daddy Kane's second album, It's a Big Daddy Thing."
,0,18,HT,"In 1990, The Amsterdam News carried the story of Mills' near-fatal car accident."
,1,18,HT,"After surgery in 1996, Mills returned to the music scene as a solo act, recording an album for Casablanca Records that year entitled This Magic Is Real, featuring the remake of ""Tear It Down""."
,2,18,HT,"The other members of the group brought in new lead Rod Wayne (real name Roderick Bronaugh), who remained with the group until 2004."
,3,18,HT,Bronaugh now teaches at Tennessee State University.
,0,20,N,
,1,20,HT,"In 2007, Mills recorded the album 3 Tenors of Soul with Russell Thompkins, Jr., original lead singer of The Stylistics, and William Hart of The Delfonics released on Shanachie Records and produced by Bobby Eli."
,2,20,HT,Mills appeared and gave two concerts for the audiences at the 2014 Soul Train Cruise in February 2014 on the Holland America Eurodam.
,0,21,HT,"On March 11, 2018, Blue Magic reunited to appear on the television series, Unsung on TV One season 12, episode 4."
,1,21,N,
,2,21,N,
,3,21,N,
,4,21,N,
,5,21,N,
,6,21,HT,The name was formally trademarked by Wendell Sawyer and Keith Beaton some years earlier.
,7,21,N,
,0,23,N,
,0,24,N,
,0,25,N,
,0,31,N,
,1,31,HT,"(with Major Harris & Margie Joseph) (1976, WMOT)"
,0,35,HT,"The Best of Blue Magic: Soulful Spell (1996, Rhino)"
