before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Samuel Blaser (20 July 1981 in La Chaux-de-Fonds, Switzerland) is a Swiss trombonist and composer."
,0,2,HT,"Born and raised in La Chaux-de-Fonds, Switzerland, Samuel Blaser lived in New York City for many years before relocating to Berlin, where he currently resides."
,1,2,N,
,2,2,HT,"He entered the local conservatory at 14 and graduated in 2002 after being awarded prizes in both the jazz and classical spheres, including the 2000 Benny Golson Prize."
,3,2,HT,"Participation in the heralded Vienna Art Orchestra and European Radio Big Band eventually led to a Fulbright Scholarship, facilitating studies in the United States at the Purchase College Conservatory of Music where he studied with James E. Pugh and John Fedchock."
,0,3,HT,"In his relatively short career, Blaser has worked with Swiss percussion legend Pierre Favre, guitarist Marc Ducret, saxophonist Oliver Lake, trumpet player Wallace Roney and drummer John Hollenbeck, and has worked with Grammy Award-winning producer Robert Sadin, and more recently with drummer Daniel Humair and clarinetist Michel Portal."
,0,4,HT,"In 2019 the French Jazz Academy presented Samuel Blaser with the coveted European Musician Award, recognizing the importance of his work in the field of jazz."
,1,4,N,
,0,6,N,
,1,6,HT,"In the genre of jazz, Blaser appears on 80 recordings between 2000 and 2020."
,0,8,HT,"7th Heaven (Between the Lines, 2008), with Scott DuBois, Thomas Morgan, Gerald Cleaver"
,0,9,HT,"YAY (Fresh Sound, 2009), with Malcolm Braff"
,0,10,HT,"Solo Bone (Slam Productions, 2009)"
,0,11,HT,"Pieces of Old Sky (Clean Feed, 2009), with Thomas Morgan, Todd Neufeld"
,0,12,HT,"Vol à Voile (Intakt, 2010) with Pierre Favre"
,0,13,HT,"Boundless (Hathut, 2011), with Marc Ducret, Bänz Oester, Gerald Cleaver"
,0,14,HT,"Consort in Motion (Kind of Blue, 2011), with Paul Motian, Russ Lossing, Thomas Morgan"
,0,15,HT,"One from None (Fresh Sound, 2012), with Michael Bates, Michael Blake, Russ Lossing, Jeff Davis"
,0,16,HT,"As The Sea (HatHut, 2012), with Marc Ducret, Bänz Oester, Gerald Cleaver"
,0,17,HT,"A Mirror to Machaut (Songlines, 2013) with Joachim Badenhorst, Russ Lossing, Drew Gress, Gerry Hemingway"
,0,18,HT,"Fourth Landscape (Nuscope, 2014) with Benoît Delbecq, Gerry Hemingway"
,0,19,HT,"Spring Rain (Whirlwind, 2015), with Russ Lossing, Drew Gress, Gerald Cleaver"
,0,20,HT,"Oostum (No Business, 2018), with Gerry Hemingway"
,0,21,HM,"Taktlos Zürich 2017 (Hathut, 2018), with Marc Ducret, Peter Bruun"
,0,22,HT,"Early in the Mornin' (Outnote, 2018), with Russ Lossing, Masa Kamaguchi, Gerry Hemingway, Oliver Lake, Wallace Roney"
,0,23,HT,"The Great Tommy McCook (Blaser Music, 2020), with Soweto Kinch, Michael Blake, Alex Wilson, Alan Weekes, Ira Coleman and Dion Parson"
,0,24,HT,"Audio Rebel (Blaser Music, 2020), with Marc Ducret"
,0,25,N,
,1,25,HT,"1 (Blaser Music, 2020), with Marc Ducret and Peter Bruun"
,0,26,N,
,1,26,HT,"2 (Blaser Music, 2020), with Marc Ducret and Peter Bruun"
,0,27,HT,"1291 (Outnote, 2020), with Daniel Humair, Heiri Känzig"
,0,29,HT,"Live at Cornelia Street Café (Blaser Music, 2020), with Paul Motian, Eivind Opsvik and Russ Lossing"
,0,30,HT,"Moods (Blaser Music, 2020), with Marc Ducret, Masa Kamaguchi and Gerry Hemingway"
,0,31,HT,"Voyageurs (Jazzdor Series, 2021), with Marc Ducret"
,0,34,N,
,0,35,N,
,0,36,HT,"Jazzparade, Switzerland, “Prix du public” et “coup de Coeur du Jury” awarded by Bob Mintzer, 2006"
,0,37,N,
,0,38,HT,"Fulbright Grant, USA, One-year Study Grant, 2005"
,0,39,N,
,0,40,N,
