before,after,paragraphIndex,annotation,sentences
,0,1,HT,He was professor of trumpet at the Conservatoire National Supérieur de Musique in Paris where he introduced the teaching of the piccolo trumpet including the Baroque repertoire on trumpet.
,1,1,N,
,0,3,N,
,1,3,N,
,2,3,N,
,3,3,HT,"After only six months at the conservatory, he won his first prize."
,0,4,N,
,1,4,HT,"A few weeks later, he returned to play all fourteen etudes found in the back of Arban's book to a very high standard."
,2,4,N,
,3,4,HM,"Maurice André won the Geneva International Music Competition in 1955, together with Theo Mertens, and the ARD International Music Competition in Munich in 1963."
,4,4,HT,He was made an honorary member of the Delta chapter of Phi Mu Alpha Sinfonia at Ithaca College in New York in 1970.
,0,5,HT,André rose to international prominence in the 1960s and 1970s with a series of recordings of baroque works on piccolo trumpet for Erato and other labels.
,1,5,N,
,2,5,N,
,0,6,HT,"André had three children: Lionel (1959-1988), trumpeter and music teacher; Nicolas, who plays the trumpet; and Béatrice, who plays the oboe."
,1,6,N,
,2,6,HT,He also made several recordings with his brother Raymond (b. 1941).
,3,6,HT,"One of André's students, Guy Touvron, wrote a biography entitled Maurice André: Une trompette pour la renommée (Maurice André: A Trumpet for Fame), which was published in 2003."
,4,6,HT,André spent the last few years of his life in retirement in southern France.
,5,6,HT,He died at the age of 78 in a hospital in Bayonne on 25 February 2012.
,6,6,N,
