before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Joseph Anthony Vitale (born 2 April 1949) is an American singer, songwriter, composer and multi-instrumentalist."
,1,0,HT,"In a career spanning more than 55 years, Vitale has played with many of the top names in music during a career dating back to the 1970s."
,2,0,HT,Vitale pursued a solo career and released his debut album Roller Coaster Weekend in 1974.
,3,0,N,
,4,0,N,
,0,2,HT,"Joseph Anthony Vitale was born on April 2, 1949, in Canton, Ohio."
,1,2,N,
,2,2,HT,"The Vitales moved to Florida for a short time, where Joe played in a youth orchestra, but they soon moved back to Ohio."
,0,3,N,
,1,3,N,
,2,3,N,
,3,3,N,
,4,3,N,
,0,6,HT,"Vitale started his professional music career with the Echoes, who signed with Warner and became the Chylds (1964–68)."
,1,6,N,
,2,6,HT,"He eventually enrolled at Kent State University and was attending during the May 4, 1970 shootings."
,3,6,HT,"Vitale also played with Marble Cake, a band out of Kent Ohio, from 1968–1970."
,4,6,HT,His first national break came when Ted Nugent hired him to play drums in the Amboy Dukes in 1971.
,0,8,HM,"That fall Vitale was invited by his former Kent State classmate Joe Walsh to join Barnstorm, a new band being formed by Walsh in Colorado."
0.0,1,8,HM,"That fall Vitale was invited by his former Kent State classmate Joe Walsh to join Barnstorm, a new band being formed by Walsh in Colorado. The band recorded two albums together and Vitale and Walsh began a longtime partnership, (incl."
,2,8,N,
,0,9,HT,"After the breakup, Vitale was (temporarily) the original drummer for the Michael Stanley Band (before Tommy Dobeck), and he recorded his first solo album, 1974's Roller Coaster Weekend, produced by Ron & Howard Albert, with guitar solos contributed by Walsh, Rick Derringer and Phil Keaggy."
,1,9,HT,He then joined the Stills-Young Band for the Long May You Run sessions.
,2,9,HT,"Later, Vitale became part of the Crosby, Stills & Nash touring and recording band, beginning with the CSN album and continuing until 2009."
,3,9,N,
,0,11,HT,"In 1975 Vitale's partner Walsh joined the Eagles and Vitale became part of the Eagles' touring band playing drums, keyboards, and singing backing vocals."
,1,11,HT,"The Walsh/Vitale song ""Pretty Maids All in a Row"" appears on the Eagles' album Hotel California (1976)."
,2,11,HT,He is also credited on The Long Run (1979) and the band's concert recording Eagles Live (1980).
,3,11,HT,"For Vitale's second solo album, Plantation Harbor, produced by Bill Szymczyk and also recorded in 1981, Don Felder appeared along with Walsh on guitars, and Stephen Stills co-wrote one of the songs."
,4,11,HT,He continued to appear on Walsh solo albums in the early 1990s.
,0,12,HT,"Among the artists with whom Vitale has appeared are Outlaws (Hurry Sundown, 1977), Dan Fogelberg (Windows and Walls, 1984), Peter Frampton, John Entwistle (Too Late the Hero, 1981) and Zakk Wylde (Book of Shadows, 1996)."
,1,12,HT,In 2008 Vitale released Speaking in Drums.
,2,12,N,
,3,12,HT,"In 2008 he also released Backstage Pass, an autobiography written by his wife."
,4,12,HT,"In 2012, Joe Vitale appeared on the album The Healing Song with self help singer/songwriter Joseph Vitale (same name, different artist)."
,5,12,N,
,6,12,N,
,0,14,HT,Vitale married his wife Susie in 1974.
,1,14,N,
,2,14,HT,She has served as president of the Community Television Consortium in Canton and as host of the TV program What's Happening in Stark County.
,3,14,N,
,0,18,HT,Speaking in Drums (2008)As sidemanWith David Crosby
,0,19,N,
,1,19,HT,"I Can (A&M Records, 1989)With Crosby, Stills & Nash"
,0,25,HT,"Looking Forward (Reprise Records, 1999)With John Entwistle"
,0,26,HT,"Too Late the Hero (Atco Records, 1981)With Don Felder"
,0,27,HT,"Airborne (Asylum Records, 1983)With Dan Fogelberg"
,0,29,N,
,1,29,N,
,0,30,HT,"Championship Wrestling (Columbia Records, 1982)With Graham Nash"
,0,31,N,
,1,31,N,
,0,32,HT,"Middle Man (Columbia Records, 1980)With Stephen Stills"
,0,37,HT,"Alive Alone (Elektra Records, 1981)With Joe Walsh"
,0,46,N,
,1,46,N,
