before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Romel Joseph (May 19, 1959 – October 6, 2015) was a Haitian professional violinist best known as the founder of The New Victorian School, a private school for grade-school children located in Turgeau, Port-au-Prince, Haiti."
0.0,1,0,HM,"Romel Joseph (May 19, 1959 – October 6, 2015) was a Haitian professional violinist best known as the founder of The New Victorian School, a private school for grade-school children located in Turgeau, Port-au-Prince, Haiti. Joseph was born in Gros Mornes, Haiti, the middle of five kids."
,2,0,HT,"He was raised by nuns at the St. Vincent School for Handicapped Children in Port-au-Prince, Haiti."
,3,0,HT,"Born with congenital cataracts, a condition that left him with less than 10% vision even after corrective surgery in 1980, Joseph earned a Fulbright scholarship despite his handicap and later graduated with a Bachelor of Arts degree from Cincinnati College-Conservatory of Music in 1982 and a Master of Arts in violin performance from Juilliard School of Music."
,4,0,N,
,5,0,HT,Joseph worked as the music director at the St. Vincent’s School for Handicapped Children where he had attended as a child.
,6,0,HT,He founded The New Victorian School in Port-au-Prince in 1991.
,7,0,HT,"In 1996, he founded and served as executive director of the Walenstein Musical Organization, a non-profit that provides music education, training, and performance opportunities to children in South Florida."
,8,0,HT,"Joseph rebuilt The New Victorian School after it was destroyed by a fire in 2000, and again ten years later after it was destroyed on January 12, 2010, during the 2010 Haitian earthquake."
,9,0,HT,"When the quake struck, Joseph was on the third floor of The New Victorian School and became buried beneath the rubble for 18 hours."
,10,0,N,
,11,0,HT,"He was flown to Miami, Florida, where he was treated for three months and underwent multiple surgeries for a crushed arm and two crushed legs at Jackson Memorial Hospital."
,12,0,N,
,13,0,N,
,14,0,HT,"He died on October 6, 2015, after suffering a stroke."
