before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Gary ""Mani"" Mounfield (born 16 November 1962) is an English rock bassist, best known for being a member of The Stone Roses and Primal Scream."
,0,2,HT,"Mounfield attended Xaverian College in Rusholme, Manchester."
,1,2,N,
,2,2,HT,"He left school aged sixteen in 1979 and joined the band the Stone Roses (part of the ""Madchester"" music scene) in 1987."
,3,2,HM,"Playing on both of the band's albums, Mounfield was in the Stone Roses until they disbanded in 1996, shortly after the birth of his son, Joseph, also a keen bassist."
3.0,4,2,HM,"Playing on both of the band's albums, Mounfield was in the Stone Roses until they disbanded in 1996, shortly after the birth of his son, Joseph, also a keen bassist. Mounfield used a Rickenbacker 4005 Jackson Pollock-influenced paint-splattered bass guitar in the period after the Stone Roses debut album."
,5,2,HT,He joined Primal Scream after Stone Roses disbanded.
,6,2,N,
,7,2,HM,"In 2003, with Damon Minchella having left Ocean Colour Scene, he toured with the band supporting the Stereophonics, and he also did a DJ set for Ocean Colour Scene at their December 2008 Manchester gig."
,8,2,HT,He was a full-time Primal Scream member until 2011 when he left to rejoin the Stone Roses.
8.0,9,2,HM,"He was a full-time Primal Scream member until 2011 when he left to rejoin the Stone Roses. Mounfield has often been viewed as the most amiable member of the Roses, both while the band were still together and following their break-up."
,10,2,HT,"Whilst in the past he had claimed that the band would reform only after ""Manchester City won the European Cup"", he was also viewed as the most likely member to be up for a Roses reunion."
,11,2,HM,"During the band's split, he occasionally joined Ian Brown on stage for renditions of songs by the Stone Roses (""Waterfall"", ""Made of Stone"", ""I Am the Resurrection""), as happened in 2008 at Summercase Festival (in Madrid and Barcelona), when both Primal Scream and Brown were playing on the same day."
11.0,12,2,HM,"During the band's split, he occasionally joined Ian Brown on stage for renditions of songs by the Stone Roses (""Waterfall"", ""Made of Stone"", ""I Am the Resurrection""), as happened in 2008 at Summercase Festival (in Madrid and Barcelona), when both Primal Scream and Brown were playing on the same day. Mounfield and ex-Stone Roses drummer Reni were interviewed for the Manchester Music show on BBC GMR whilst attending a gig by the Coral."
,13,2,HT,"Mounfield toured with the Enemy on their UK tour, which involved a rare partaking in backing vocals."
,14,2,HT,"Mounfield has a guest role in the movie 24 Hour Party People (2002), and was in a supergroup band called Freebass with bass players Andy Rourke (ex-the Smiths) and Peter Hook (Joy Division/New Order)."
,15,2,N,
,16,2,HT,"In 2006, Mani fulfilled a lifelong ambition by playing live the album he described as the ""most influential of his life"" in full at the 100 Club, with two of the original artists when he played with Rat Scabies & Brian James of The Damned, at the 30th anniversary of their debut album, Damned Damned Damned."
,0,3,HM,Mounfield made a guest appearance on the STV fishing programme Trout 'n About along with former Primal Scream guitarist Throb and presenters Gregor Rankine and Paul Campion as they go trout fishing at Drummond Trout Farm & Fishery in Scotland.
,1,3,HT,"Mounfield appeared at the ""Manchester Versus Cancer"" event on 30 March 2007, performing a DJ set and appearing with Ian Brown for the finale, the Stone Roses' ""I Am the Resurrection""."
,2,3,HT,He also appeared as a celebrity guest at the 2009 World Darts Championship.
,3,3,HM,"He made a guest appearance at Paul Weller's performance at the Manchester MEN arena on 4 December 2010, playing tambourine."
,0,6,HT,Mounfield is a supporter of Manchester United and appeared on Sky One's programme Football Years.
,1,6,HT,"He also revealed on Play UK programme Nu Music that although he supports Manchester United in England, he is Mancunian Irish and was brought up to support Ireland."
,2,6,HT,"In 2019, Mani accepted the Made of Athy Award from his mother's hometown in Athy, Co. Kildare."
