before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Mathias Eick (born 26 June 1979) is a Norwegian jazz musician, and the brother of the jazz musicians Johannes Eick and Trude Eick."
,1,0,N,
,2,0,N,
,3,0,N,
,4,0,N,
,0,2,N,
,1,2,HT,"Born in 1979 Eick has marvellous range of achievements to show for himself: in 2007 he won the International Jazz Talent, awarded to him by the International Jazz Festivals Organization situated in New York."
,2,2,HT,"He then won the Statoil Scholarship in 2009, undoubtedly the largest scholarship in Norway, as he was heading for the release of his second album on one of the worlds most influential jazz record labels, ECM."
,0,3,N,
,1,3,N,
,2,3,HT,"Eick is also a member of the Norwegian genre-defying group Jaga Jazzist, a group with which he has performed for many years."
,3,3,HT,In the summer of 2006 he toured with Jan Gunnar Hoff Group and Mike Stern and in October/November on European tour with Thomas Dybdahl.
,0,4,HT,"Eicks band is currently a five-piece, featuring two drummers, bass, piano and Eick himself."
,1,4,HT,"The lineup changes invariably as all the participating musicians are amongst Norways finest, but for the most part the band consists of Andreas Ulvo (piano), Torstein Lofthus and Gard Nilssen (drums), and Audun Erlien (bass)."
,2,4,HT,"The music is composed by Eick and pays tribute to both the truly unique Scandinavian soundscape, as well as the lyricism and melancholy of the Canadian trumpeter Kenny Wheeler."
,0,5,HT,"In 2013 Eick appeared at the North Sea Jazz Festival within his own Quintet including Andreas Ulvo (piano, Fender Rhodes, keyboards, electronics), Audun Erlien (bass), Andreas Bye & Kenneth Kapstad (drums)."
,0,18,HT,2013: Live with Britten Sinfonia (Ninja Tune)With Jacob Young2004: Evening Falls (ECM)
,0,19,N,
,1,19,HT,"Sideways (ECM)With Jan Gunnar Hoff2008: Magma (Grappa Music)With Iro Haarla2004: Northbound (ECM) with Trygve Seim, Uffe Krokfors and Jon Christensen"
,0,20,N,
,1,20,N,
,0,22,N,
,1,22,HT,Canticles of Winter (Grappa Music)With Lars Danielsson2009: Tarantella (ACT Music)
,0,23,N,
,1,23,HT,"Liberetto II (ACT Music)With Ola Kvernberg's Liarbird2011: Liarbird (Jazzland Recordings), the commissioned work, live from Moldejazz 2010 including Bergmund Waal Skaslien (viola), Eirik Hegdal (saxophone), Håkon Kornstad (saxophone), Ingebrigt Håker Flaten and Ole Morten Vågan (bass), as well as Erik Nylander and Torstein Lofthus (drums)With Elvira Nikolaisen2013:"
,2,23,HT,I Concentrate On You (Grappa)With Eple Trio2014: Universal Cycle (Shipwreckords)With Vincent Peirani2013: SWR NewJazz Meeting 2013 with Émile Parisien (Jazzhaus)
,0,24,N,
,1,24,HT,"Living Being Extended with Émile Parisien, Leïla Martial, Yoann Serra, Tony Paeleman and Julien Herné (SWR JazzHaus)With Unifony (Minco Eggersman and Theodoor Borger)2018: Unifony (Butler Records)"
,0,28,N,
,1,28,N,
,0,31,N,
,1,31,N,
,0,32,N,
,1,32,HT,Janove Ottesen - Francis' Lonely Nights
,0,34,HT,2006: Kinny & Horne - Forgetting to Remember
,0,36,N,
,1,36,HT,Jan Gunnar Hoff - Magma
,0,37,N,
,1,37,HT,Youn Sun Nah - Voyage
,0,38,N,
,1,38,N,
,0,39,HT,2009: Thomas Dybdahl - En Samling (compilation)
,0,42,N,
,1,42,N,
,0,43,N,
,1,43,N,
,0,44,N,
,1,44,N,
,0,46,HT,Mathias Eick was awarded “The International Jazz Award for New Talent 2007”.
,1,46,HT,"He received a prize of $20,000 US on 13 January 2007 during the IAJE 34th Annual International Conference in New York City where he also performed."
1.0,2,46,HM,"He received a prize of $20,000 US on 13 January 2007 during the IAJE 34th Annual International Conference in New York City where he also performed. The annual prize was founded by IAJE in cooperation with the International Jazz Festivals Organization (IJFO)."
,3,46,HT,"He was awarded the 2014 DNB price at Kongsberg Jazzfestival (300,000 NOK)."
