before,after,paragraphIndex,annotation,sentences
,0,0,HT,Jana Hunter is an American songwriter and musician based in Baltimore.
,0,2,HT,Hunter was born in Texas.
,0,4,N,
,1,4,N,
,2,4,HT,"In 2007 Hunter founded an independent record label based in Houston, Texas, Feow!"
2.0,3,4,HM,"In 2007 Hunter founded an independent record label based in Houston, Texas, Feow! Records, with musicians Matthew Brownlie of Bring Back the Guns and Arthur Bates of Houston band Wicked Poseur."
,4,4,N,
,5,4,N,
,6,4,HT,"Hunter has performed and/or recorded as a member of Jracula, Castanets, Matty & Mossy, Ejaculette, Unitus, and Krazy Nerds, and played in/recorded for Sharon Van Etten, Trentemøller, Food Pyramid, Airwaves, Indian Jewelry, Matteah Baim, Metallic Falcons, Phosphorescent, and CocoRosie."
,0,5,HT,"Hunter is the inspiration for several characters in the stories of J.M. Appel, including providing the basis for Maggie in the novella Fallout (2010)."
,0,7,N,
,0,8,HT,"In 2005, Hunter accompanied Meadows, Lights, and Mouth of Leaves on their Summer of Golden Blood tour throughout the South."
,1,8,HT,"In 2006, Hunter performed at North East Sticks Together."
,0,9,HT,"Hunter has appeared at Mad Vicky's Tea House in Brooklyn, New York, owned by ""Mad Vicky"", Bianca Casady of the musical duo CocoRosie."
,0,10,HT,"In 2019, Hunter created a special playlist for Billboards Summer of Pride event."
,1,10,N,
,2,10,N,
,3,10,N,
,4,10,N,
,5,10,N,
,0,12,HT,"Hunter founded and played in the Houston band Matty & Mossy with Heath Flagtvedt, Matt Frey and John Hunter."
,1,12,HT,"Their album, Fraimers Haimey, was recorded in Athens, Georgia with Chris Bishop and released on Fleece Records."
,2,12,N,
,3,12,N,
,0,14,N,
,1,14,N,
,2,14,HT,"In an interview for the same magazine a month later, Hunter discussed his experience undergoing hormone replacement therapy, disclosing he had undergone top surgery and discussing the difficulties of testosterone lowering both his speaking and singing voice."
,3,14,HT,In 2021 Hunter revealed he'd been diagnosed as having autism and ADHD.
,0,24,HT,Jana Hunter / Devendra Banhart LP (split with Devendra Banhart) (Troubleman Unlimited) 2005
