before,after,paragraphIndex,annotation,sentences
,0,0,HT,Trevor Alfred Charles Jones (born 23 March 1949)
,1,0,N,
,2,0,HT,"Having spent much of his career in the United Kingdom, Jones has worked on numerous well-known and acclaimed films including Excalibur, Runaway Train, The Dark Crystal, Labyrinth, Mississippi Burning, The Last of the Mohicans, and In the Name of the Father; collaborating with filmmakers like John Boorman, Andrei Konchalovsky, Jim Henson, and Michael Mann."
,3,0,N,
,0,2,N,
,1,2,HT,In 1967 he attended the Royal Academy of Music in London with a scholarship and afterwards worked for five years for the BBC on reviews of radio and television music.
,2,2,HT,In 1974 Jones attended the University of York from which he graduated with a master's degree in Film and Media Music.
,3,2,HT,At the National Film and Television School Jones studied for three years on general film-making and film and sound techniques.
,4,2,N,
,5,2,HT,In 1981 Jones wrote the score for the Academy Award-winning short movie The Dollar Bottom and for the short Black Angel.
,0,3,HT,"Jones was soon after brought to the attention of John Boorman, who was in the midst of making his Arthurian epic, Excalibur (1981)."
,1,3,N,
,2,3,N,
,0,4,HT,"Excalibur brought Jones to the attention of Jim Henson, who was making The Dark Crystal (1982), and looking for a composer who was young and eager to work in the experimental, free-wheeling way which Henson preferred."
,1,4,N,
,0,5,HT,"Jones followed Excalibur with scores for the horror films The Appointment (1981) and The Sender (1982), and the pirate adventure Nate and Hayes (1983)."
,1,5,HT,"In 1985 Jones composed one of his best scores, for the acclaimed television production The Last Place on Earth."
,0,6,HT,Jones reunited with Henson for the 1986 fantasy musical Labyrinth.
,1,6,N,
,0,7,N,
,1,7,N,
,2,7,HT,"While he wrote a somber, chamber orchestra score in 1988 for Dominick and Eugene (which featured classical guitarist John Williams), scores like Angel Heart (1987), Mississippi Burning (1988) and Sea of Love (1989) are more typical of Jones' output during this period."
,0,8,HT,"Jones' return to large-orchestra scoring came with 1990s Arachnophobia, and he provided a light-hearted Georges Delerue-flavoured score for Blame it on the Bellboy in 1992."
,0,9,HT,"Jones' most popular success came later in 1992 with his score for The Last of the Mohicans, and his soaring, passionate music belies the difficulties which afflicted its creation."
,1,9,N,
,2,9,N,
,3,9,N,
,4,9,N,
,5,9,N,
,0,10,HT,"Jones became active in television in the 1990s, with orchestral scores for several Hallmark productions, including Gulliver's Travels, Merlin and Cleopatra."
,1,10,HT,"He also provided a fun, jazzy, 1930s-style score for Richard III (1995), which features a swing-band setting of Christopher Marlowe's The Passionate Shepherd to His Love."
,2,10,HT,"In 1997 Jones worked for the first time with Ridley Scott, providing an electronic/orchestral/rock-flavoured soundtrack for G.I. Jane (1997)."
,0,17,N,
,0,19,N,
,1,19,HT,"His South-African born uncle, the actor Norman Florence, together with his aunt Rhoda Florence and his cousin Peter Florence, together founded the Hay Festival in 1988, which Jones has attended almost every year since its inception."
