before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Suzannah Powell (born August 16, 1988) is an American singer, songwriter, producer, rapper, and performance artist, best known by her stage name Boyfriend."
,1,0,N,
,2,0,N,
,3,0,HT,"Formerly known as Flannery Mitchell, she identifies only as Boyfriend but was born Suzannah Powell, daughter of Award-winning Country songwriter and producer Monty Powell."
,0,2,HT,"Boyfriend grew up in Nashville, Tennessee."
,1,2,HT,She was raised in the Church of Christ and attended parochial school from kindergarten through her sophomore year of high school.
,2,2,HT,"In a 2015 interview, she said that her early environment forced her to develop a sense of self."
,3,2,N,
,4,2,N,
,5,2,HT,"you had to grapple, have a mental reckoning."
,6,2,HT,"""After graduating from a public high school in downtown Nashville, Boyfriend moved to Los Angeles, where she attended UCLA."
,7,2,N,
,8,2,HT,"Following her graduation, Boyfriend remained in Los Angeles, where she worked in television production."
,9,2,HT,"After five years, she decided to return to the South, and moved to New Orleans with a job in arts education."
,10,2,HT,"Working a day job as a teacher, she began to develop the character of Boyfriend after she discovered a natural ability to rap while drunkenly freestyling with friends."
,11,2,N,
,0,4,N,
,1,4,N,
,2,4,N,
,3,4,N,
,4,4,N,
,5,4,HT,"In January 2015, Boyfriend told an interviewer that there was ""definitely repression being cast off—I certainly hope that there's someone out there who hears my music and feels less ashamed, less scared, and less dirty as a result."
,6,4,N,
,0,7,N,
,1,7,N,
,2,7,N,
,3,7,N,
,4,7,N,
,5,7,N,
,0,8,N,
,1,8,HT,"Two EPs, Love Your Boyfriend Part 1 and Love Your Boyfriend Part 2 were released in late 2014."
,2,8,HT,Love Your Boyfriend Part 3 was scheduled to be released in 2016.
,3,8,N,
,4,8,HT,She toured with Big Freedia during the fall of 2015.
,5,8,HT,"Boyfriend collaborated with Big Freedia on ""Marie Antoinette,"" a ""big room banger"" which premiered on The Fader in August 2016."
,6,8,N,
,7,8,N,
,0,9,N,
,1,9,HT,"The EP was produced in Laurel Canyon by Boyfriend and Pablo Dylan with the help of New Orleans musicians Khris Royal, Joe Shirley, and Alvin Ford Jr."
,2,9,N,
,3,9,HT,"In June 2017, ""Boyfriend and her dancers slayed...with a dazzling dance routine"" at Bonnaroo Music Festival where her performance with Preservation Hall Jazz Band and Chance The Rapper in the SuperJam was named by Consequence of Sound as the Number 3 set in their Bonnaroo Festival Review: Top 10 Sets."
,4,9,HT,"Additionally, Boyfriend was mentioned in Bob Lefsetz' June 12, 2017 edition of The Lefsetz Letter as Bonnaroo's Best Find."
,5,9,HT,Boyfriend performed at Outside Lands Music and Arts Festival in August 2017 where her performance was mentioned by Rolling Stone as a part of their 5 Best Things That Happened at Outside Lands 2017.
,0,10,HM,"In December 2017, Boyfriend flew to Tokyo,Japan to headline a party for iconic fashion designer Marc Jacobs at the notorious Ai Honten host club in Kabukicho's Red Light District."
,1,10,HT,The event was held to celebrate the launch of his Spring/Summer 2018 Collection and guests included Yu Yamada and Kiko Mizuhara among other celebrities and influencers.
,2,10,HT,"In November 2018, Boyfriend released ""Wash That"", her take on the Rodgers and Hammerstein classic, ""I'm Gonna Wash That Man"
,3,10,N,
,4,10,N,
,5,10,N,
,6,10,N,
,7,10,N,
,0,13,HT,Boyfriend is also the creator of a 3-act semi-scripted and interactive musical that takes place in New Orleans' Preservation Hall.
0.0,1,13,HM,"Boyfriend is also the creator of a 3-act semi-scripted and interactive musical that takes place in New Orleans' Preservation Hall. In 2018, she produced the third annual production where audience members (who have been known to include the likes of Mumford & Sons and David Grohl) enjoyed a sold-out experience that featured the dynamic burlesque/drag duo of Kitten & Lou, rearranged Boyfriend ragtime mixes by composer Joe Shirley and trombone stylings by Preservation Hall's David L. Harris."
,0,15,HT,"In April 2016, a Boyfriend performance at Proud Larry's in Oxford, Mississippi was cancelled ""due to statewide pressures and the current political climate."
,1,15,HT,"""In March 2018, Boyfriend was criticized for performing a series of shows in San Francisco, CA of which tickets were sold exclusively on Airbnb's Experiences platform."
,2,15,N,
,0,21,N,
,1,21,HT,Big Freedia) (Single) (2016)
,0,22,N,
,1,22,HT,Cindy Wilson of The B52s) (Single) (2017)
,0,26,HT,Wash That (Single) (2018)
,0,27,N,
,1,27,HT,Maty Noyes)(Single) (2018)
,0,35,HT,Rap Cabaret - Say You Will (Boogie T. Remix) (2016)
