before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Jason Lewis (born September 29, 1970, in New York, New York), better known by his stage name AMG, is an American rapper from Cleveland, Ohio, United States."
,0,2,HT,"AMG made his debut appearance in 1991 on the album Quik Is the Name by DJ Quik, on the songs ""Deep"", ""Tear It Off"" and ""Skanless""."
,1,2,HT,"His association with DJ Quik helped him secure a record deal with Select Records, who he signed to in 1991."
,2,2,N,
,3,2,N,
,4,2,N,
,5,2,N,
,6,2,N,
,7,2,N,
,0,3,HT,AMG appeared on porn star-turn-singer Midori's album Miss Judged in 2001.
,1,3,HT,"In 2007, AMG began recording an album with DJ Quik under the name ""The Fixxers""."
,2,3,N,
,3,3,N,
