before,after,paragraphIndex,annotation,sentences
,0,0,HT,"David Bazan (; born January 22, 1976) is an American indie rock singer-songwriter from Phoenix, Arizona who now resides in Seattle, Washington."
,1,0,N,
,2,0,HT,"In early 2006, he began performing and recording under his own name."
,3,0,HT,In late 2017 he returned to playing under the Pedro the Lion name.
,0,2,N,
,1,2,N,
,0,3,HT,"In 2002, he played drums and sang backup vocals for Seldom; in 2004, he played with Starflyer 59."
,1,3,HT,"Bazan has made various studio appearances with Seattle-based bands; for instance, In 2004 he sang on the Six Parts Seven remix album Lost Notes From Forgotten Songs, played drums in 1998 on Unwed Sailor's Firecracker EP, Bazan also contributed to the Rosie Thomas album These Friends of Mine."
,0,4,HT,"In 2005, Bazan collaborated with TW Walsh, Frank Lenz of Starflyer 59 and Nick Peterson (formerly of Fleet Foxes), comprising the band Headphones."
,1,4,HT,Walsh later left the band for personal reasons after a tour on which he handled drum duties.
,2,4,N,
,3,4,N,
,4,4,HT,"Bazan was part of The Undertow Orchestra with Mark Eitzel (American Music Club), Will Johnson (Centro-matic, South San Gabriel), Vic Chesnutt, and Scott Danbom (Centro-matic, South San Gabriel)."
,5,4,N,
,0,5,HM,"Bazan is a personal friend of comedian Horatio Sanz, and performed at Sanz's 2006 Christmas show, The Ho-Ho-Horatio Christmas Special, at the Upright Citizens Brigade Theatre in New York City."
,1,5,HT,In 2007 he did a Take-Away Show acoustic video session.
,2,5,N,
,0,6,HT,Bazan is a member of Overseas with Will Johnson of Centro-matic and Bubba & Matt Kadane of Bedhead and The New Year.
,1,6,N,
,0,7,N,
,1,7,N,
,2,7,HT,"In 2019, the documentary  Strange Negotiations starring Bazan was released, directed by Brandon Vedder."
,3,7,HT,"It explores the spiritual, artistic, and personal turmoil of Bazan, set against America’s own crisis of faith highlighted by the 2016 presidential election."
,0,9,N,
,1,9,N,
,2,9,HT,"In 2007, he completed a nationwide solo tour featuring Ben Gibbard of Death Cab for Cutie and Johnathan Rice and also contributed a cover of the song ""Let Down"" to Stereogum's OK X project, a tribute to the Radiohead album OK Computer."
,0,10,HT,"In September 2008, in an interview with 89.3 The Current, Bazan mentioned that his next album would be played entirely by him and that he would recruit friends to play live when he tours."
,1,10,HT,"During his solo tour in September 2008, Bazan debuted six other songs that were on the short list for Curse Your Branches: ""Weeds in the Wheat"", ""Curse Your Branches"", ""Broken Arm"", ""In Stitches"", and ""Harmless Sparks."""
,0,11,HT,Bazan released his first DVD the following month.
,1,11,N,
,2,11,N,
,3,11,N,
,0,12,HT,"In October 2008, Bazan released the album version of ""American Flags"" on his Facebook and Myspace pages to coincide with the 2008 United States presidential election."
,1,12,N,
,2,12,HT,"Beginning in March 2009, Bazan played a series of small, acoustic house shows."
,3,12,N,
,4,12,HT,"Bazan's full-length debut album, Curse Your Branches, was released on September 1, 2009, on Barsuk Records."
,5,12,HT,"His second full-length solo album, Strange Negotiations, was released May 24, 2011."
,0,13,N,
,1,13,HT,"The same year, The David Bazan Band did a tour dedicated specifically to playing the album ""Control"" that Bazan had recorded with Pedro the Lion in 2002."
,2,13,HT,In July 2014 Bazan announced that he would be releasing new material.
,3,13,N,
,4,13,N,
,5,13,N,
,6,13,N,
,7,13,N,
,8,13,N,
,9,13,N,
,10,13,N,
,11,13,HT,"In January 2015, Bazan began releasing singles for his Bazan Monthly Volume 2, which was released in the same format as Volume 1."
,12,13,N,
,13,13,HT,"During this time he embarked on another Living Room Tour playing songs from both Bazan Monthly volumes, with Yuuki Matthews, who also performs in The Shins and Crystal Skulls, supporting on keyboard and synthesizer."
,0,27,HT,"Rare Coins: David Bazan & Sean Lane (April 6, 2018)"
,0,29,HT,"The Poison Makes, split single b/w Walk Slow by Casey Foubert (January 2003, Bedside Recordings)"
,0,38,HT,"Thread, split single b/w Prehistoric by Kevin Devine (2018)"
