before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Latice Crawford (born July 22, 1982 as Latice Tenae Crawford) is an American urban contemporary gospel singer, composer, and actress."
,1,0,HT,"She is best known for using her three-octave, contralto vocal range of to finish third on the second season of the competitive gospel singing television show Sunday Best on Black Entertainment Television."
,2,0,N,
,3,0,N,
,0,2,HT,"Crawford was born in Manhattan, New York,."
,1,2,HT,"Growing up as the middle sister of three, Crawford sang in children's choirs and eventually rose to become a soloist and worship leader."
,2,2,N,
,0,4,HT,"Crawford first gained fame during her performances on Sunday Best, where she finished in third place."
,1,4,N,
,2,4,N,
,0,5,HT,"Her first studio album, Latice Crawford, was released by RCA Inspiration in 2014,."
,1,5,N,
,2,5,N,
,3,5,HT,The EP also garnered Crawford her first Stellar Award Nomination for Contemporary Female Vocalist of the Year.
,0,9,N,
