before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Nicholas Webb (14 March 1954 – 5 February 1998) was an English acoustic guitarist, composer, and co-founder of contemporary jazz group Acoustic Alchemy."
,1,0,N,
,0,2,HT,"Nick Webb was born in Manchester, Lancashire and educated at Berkhamsted School, Ashlyns School Berkhamsted, LAMDA, and Leeds College of Music."
,1,2,HM,"Captivated by the  folk musicians of the 1960s, particularly John Martyn, he began playing and performing as a teenager and ran The Portcullis Club in Berkhamsted."
,0,3,HT,"At the beginning of the 1980s, Webb met classical and flamenco guitarist Simon James and founded Acoustic Alchemy as a duo, recording a self-financed, self-produced album in 1981."
,1,3,HT,"James left the partnership to study flamenco guitar in Spain, leaving Webb to promote the record."
,2,3,N,
,3,3,N,
,0,4,N,
,1,4,HT,The album included assistance from percussionist Mario Aragandoña and drummer Bart Smaak and was the first of many to be produced by German audio engineer Klaus Genuit at Hansa Haus Studios in Bonn.
,2,4,N,
,3,4,N,
,4,4,N,
,5,4,N,
,0,5,HT,Positive Thinking (1998) was Acoustic Alchemy's last album with Webb.
,1,5,N,
,2,5,HT,"He died in February 1998, and the album was released later that year."
