before,after,paragraphIndex,annotation,sentences
,0,0,HT,José Asunción Flores (27 August 1904 – 16 May 1972) was a Paraguayan composer and creator of the Guarania music genre.
,0,2,N,
,1,2,N,
,2,2,HT,At the early age of 11 he had already joined the Capital Police marching band and was a student of composer Félix Fernández and director Salvador Déntice.
,3,2,N,
,0,4,N,
,1,4,N,
,2,4,N,
,3,4,N,
,0,6,HM,"In 1928 he met the Guairá-native poet Manuel Ortiz Guerrero, and soon after the two started working together to create the most beautiful Guaranias songs to date such as India, Cerro Corá and Panambí Verá."
,0,7,N,
0.0,1,7,HM,"In 1932 he enrolled in the army to fight for Paraguay in the Chaco War. After the war, political instability ruled in Paraguay and Flores moved to Buenos Aires."
,2,7,HT,"While he was living in Argentina his songs were diffused throughout Paraguay and the Guarania genre became a success, confirming the originality and creativity of Flores' work."
,3,7,N,
,4,7,HT,"While living in Buenos Aires, Flores also worked on classical music and wrote twelve symphonies in his lifetime."
,0,9,HT,"Because of his work and contributions to Paraguayan music and culture, Flores was awarded the National Order of Merit in 1949."
,1,9,N,
,2,9,HM,"Because of that, he was considered ""a traitor"" by the government and when Alfredo Stroessner became the president of Paraguay in 1954 Flores was forbidden to return to Paraguay."
,3,9,N,
3.0,4,9,HM,"His wish to return to his home country was even denied in the latter years of his life when he was ill and wanted to see his homeland and people one more time before his death. Even though the government banned his songs, they were still being played by radio stations and the people, who had already identified with the Guaranias."
,5,9,N,
,0,10,HM,"In 1991, after Stroessner was ousted, Flores' remains were brought back to Paraguay, and they rest in a plaza that has his name."
,0,12,N,
