before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Alan Leslie Freeman, MBE (6 July 1927 – 27 November 2006), nicknamed ""Fluff"", was an Australian-born British disc jockey and radio personality in the United Kingdom for 40 years, best known for presenting Pick of the Pops from 1961 to 2000."
,0,2,HT,"Born and educated in Melbourne, Australia, Freeman worked as an assistant paymaster/accountant for one of Australia's largest timber companies after leaving school."
,1,2,N,
,0,5,HT,"Freeman was invited to audition as a radio announcer in 1952, and began work for 7LA in Tasmania, known as the teenager's station."
,1,5,HT,"Freeman's duties included continuity announcer, presenter of musical programmes incorporating opera, ballet and classical music, DJ for the top 100, news reader, quiz master and commercials reader."
,0,6,HT,"After moving to radio station 3KZ in Melbourne, he took a nine-month trip around the world in 1957, with the promise to return to Melbourne by January 1958."
,1,6,HT,"He arrived in London, and on deciding to stay wrote numerous letters of delay, and later apology, to his former employer."
,2,6,HT,Freeman began his British career as a summer relief disc jockey on Radio Luxembourg and continued to present late evening programmes on the station until the early 1970s.
,3,6,N,
,4,6,HT,"In 1960 he moved to the BBC Light Programme as presenter of the Records Around Five show, introduced by his signature tune, ""At the Sign of the Swingin' Cymbal"", written by Brian Fahey."
,5,6,HT,A more upbeat version performed by Brass Incorporated was introduced in April 1970.
,6,6,N,
,7,6,HT,"Pick of the Pops became a permanent show in its own right; Freeman presented it until 24 September 1972, continuing with his 'Swingin' Cymbal' signature tune."
,0,8,HT,"Freeman recorded a dance single, ""Madison Time"", with the Talmy Stone Band in 1962."
,1,8,N,
,2,8,HT,"In April 1972, he joined the daily presenters on Radio 1, taking over the 3–5 pm show from Terry Wogan."
,3,8,HT,"Freeman used ""Soul Bossa Nova"" by Quincy Jones as his theme until 1 June 1973."
,4,8,N,
,5,8,HT,"During the 1970s he also presented the Radio 1 series Quiz Kid on Sunday evenings, recorded at youth clubs and boys' clubs all over the country, while on Saturday afternoons he presented a programme simply titled Alan Freeman, although retrospectively it is mainly referred to as The Rock Show."
,6,8,N,
,7,8,N,
,8,8,HT,"The show ran from 30 June 1973 to 26 August 1978 when, despite being voted Best Radio Show by listeners five years running, it was axed by new controller Derek Chinnery."
,0,9,HT,He presented the original version of The Story of Pop as a 26-part Radio 1 series in 1973–74.
,1,9,HT,"From 1975 to 1977, Freeman presented the Radio 2 musical game show Free Spin."
,2,9,HT,"In addition he lent his name to several rock and classical compilation albums, the best-known being By Invitation Only (1976), a collection of material sourced from artists on the Atlantic label."
,3,9,HT,"Freeman left the BBC to work for Capital Radio from 1979 to 1989, presenting the Top 40 of the 1970s on 31 December 1979 under the revived Pick of the Pops name."
,4,9,HT,"He again revived Pick of the Pops from 13 March 1982 (now called Pick of the Pops Take Two, combining the current NME Top 15 with an earlier chart) and The Rock Show previous to that on 7 January 1980."
,5,9,HT,He returned to the BBC and Radio 1 in January 1989 to revive The Rock Show and Pick of the Pops.
,6,9,HT,"This run of Pick of the Pops ended on 27 December 1992 but he continued to host The Rock Show until 23 October 1993, when he, with other long-serving DJs, left the station as it was revamped by controller Matthew Bannister."
,0,10,HT,He was the subject of This Is Your Life in 1987 when he was surprised by Eamonn Andrews at Thames Television's Teddington Studios.
,1,10,HT,"In 1990, he appeared as a celebrity guest on the television series You Bet!, made by London Weekend Television and hosted by Sir Bruce Forsyth."
,0,11,N,
,1,11,N,
,2,11,N,
,3,11,N,
,0,13,N,
,1,13,N,
,2,13,N,
,3,13,N,
,4,13,N,
,5,13,N,
,6,13,N,
,7,13,HT,"In April 2000, after arthritis in his hands had started to make it too difficult for him to operate studio equipment, he handed Pick of the Pops over to Dale Winton."
,0,15,HT,"Freeman acted in the horror film Dr. Terror's House of Horrors (1965) and the rock musical Absolute Beginners (1986), and played himself or a similar character in films such as It's Trad, Dad! (1962), Just for Fun (1963) and Sebastian (1968)."
,1,15,HT,"He also played God (albeit a God who sat at a mixing desk and said ""Alright?"") in two episodes of The Young Ones in 1984."
,2,15,N,
,0,16,HM,"He appeared in Noël Coward's Private Lives at the Adeline Genee Theatre in East Grinstead in June 1968, starring alongside Shirley Anne Field, Sally Anne Howe and Conrad Phillips."
,0,18,N,
,0,19,N,
,1,19,N,
,0,20,HT,"After Freeman's death Robin Gibb wrote a tribute, ""Alan Freeman Days""."
,1,20,HT,"Recorded in August 2007, the song was included on Gibb's first posthumous album 50 St. Catherine's Drive in 2014."
,0,24,HT,"In March 1994, Freeman revealed on breakfast television that he had become celibate in 1981, but had previously been bisexual."
,1,24,N,
,2,24,HT,"From the early 1990s, Freeman suffered from arthritis and asthma (from a 60-a-day smoking habit) and used a Zimmer frame."
,3,24,HT,"He lived at Brinsworth House, a retirement home for actors and performers run by the Entertainment Artistes' Benevolent Fund in Twickenham, from 2000 until his death."
,0,26,N,
,1,26,HT,"His funeral took place at South West Middlesex Crematorium on 7 December 2006, and was attended by singer Kenny Lynch, his producer Phil Swern and DJs including Dave Lee Travis, Ed Stewart, Dave Cash, Paul McKenna, Nicky Campbell, Paul Gambaccini and his Radio One Top 40 successors Wes Butters, Simon Bates and Richard Skinner."
