before,after,paragraphIndex,annotation,sentences
,0,0,HM,"Aki Takahashi (高橋 アキ, Takahashi Aki, born September 6, 1944) is a Japanese pianist specializing in contemporary classical music."
,0,2,HT,"Born in Kamakura, she began studying piano at the age of five and received her M.A. degree from the Tokyo National University of Fine Arts and Music."
,1,2,N,
,2,2,HT,She presented her first public recital in 1970 and her European debut in 1972.
,3,2,N,
,4,2,N,
,5,2,N,
,6,2,N,
,7,2,N,
,8,2,N,
,9,2,HT,The effect of her playing on me is that I feel privileged to be invited to a very religious ritual.
,10,2,HT,"""Takahashi has toured extensively throughout the United States, Europe, and Asia, and served as Artist-in-Residence at the State University of New York at Buffalo from 1980–81."
,11,2,HT,She was a guest professor at the California Institute of the Arts in 1984 and 1985.
