before,after,paragraphIndex,annotation,sentences
,0,0,HM,"Shollen Quarshie (born 1985), known by his stage name DJ Q, is a DJ and record producer from Huddersfield, England."
,1,0,N,
,0,2,HT,"DJ Q’s musical journey started from a young age at The Nook in Holmfirth, listening to music played by his parents."
,1,2,N,
,2,2,N,
,3,2,HT,"After teaching himself to mix, Q started to get bookings at local parties at the age of 15, before learning to produce music the next year at college."
,4,2,N,
,0,4,HT,"Q's break on radio came in 2004, when a friend working at BBC Radio 1Xtra informed him that the station were looking for a new DJ on the pulse of the rising bassline scene in the North of England."
,1,4,N,
,0,5,N,
,1,5,N,
,2,5,HT,"""You Wot!"" made the UK Top 50 upon its release in summer 2008, which led to remix work for the likes of Amy Winehouse, Dizzee Rascal, Keri Hilson and Katy B to name a few."
,0,6,HT,"Q continued to host his BBC 1Xtra show – by now a weekly broadcast - throughout his mainstream success, and frequently appeared on sister station BBC Radio 1 for guest mixes, before his departure in 2012 after 8 years at the station."
,1,6,N,
,2,6,HT,"Recent years have seen an increase in new productions from Q, with over 10 digital single and EP releases since 2012 that cross a broad spectrum of dance music."
,3,6,N,
,4,6,HT,"During his years in the music industry, Q has also played music in countries across the globe and Europe particularly, with sets in the likes of Ibiza, Amsterdam, Italy, Russia, Australia and America."
,0,8,HT,"TQD (often stylised as t q d or tqd) is a collaborative act that was formed in 2015, comprising Royal-T, DJ Q and Flava D, with the name TQD being an amalgamation of the last letter of each of their names."
,1,8,N,
,2,8,N,
,0,9,HT,"In 2015, Royal-T and DJ Q were collaborating on their first project together and they asked Flava D if she wanted to join in on the project too."
,1,9,HT,"This would then go on to be their debut single ""Day and Night"", released on Butterz on the 18 April 2015, both digitally and as a limited 500 copy vinyl pressing."
,2,9,N,
,3,9,HT,"Due to their solo efforts and differences in location however, TQD releases were sparse with their second track titled ""Ghosts"" being previewed digitally over a year later in 2016 and then being released on their second vinyl release Only One/Ghosts."
,4,9,N,
,5,9,N,
,6,9,N,
,7,9,N,
,8,9,N,
,9,9,N,
,10,9,HT,"Though they have not made any official releases since their debut album as a trio, each member continues to produce and release music individually and the act still performs shows in many countries around the world, including the United Kingdom, Spain and Japan."
,0,18,N,
,1,18,N,
