before,after,paragraphIndex,annotation,sentences
,0,0,HM,"Tanmoy Bose (Bengali: তন্ময় বোস; born 23 August 1963), whose name is often preceded by the title Pandit (Master), is an India percussionist and tabla player, musical producer, film actor and composer."
,1,0,HT,"He has collaborated with Pandit Ravi Shankar, Anoushka Shankar and Amjad Ali Khan, and created the musical group The Taal Tantra Experience in 2002."
,0,2,HT,"Tanmoy Bose was born and raised in Kolkata, and studied at the South Point High School and subsequently graduated from the Scottish Church College."
,1,2,N,
,2,2,N,
,0,3,N,
,0,5,N,
,1,5,N,
,2,5,HT,Bose became the Gandabandh Shagird {formally initiated disciple in Indian classical music} of the noted torchbearer of the Farukkabad gharana –Pandit Shankar Ghosh.
,3,5,N,
,4,5,HT,The association with this legendary maestro has been that of a family member for the last two decades performing with him so regularly.
,5,5,N,
,6,5,HT,He is currently a regular accompanying musician of Dr Lakshminarayana Subramaniam and Smt Kavita Krishnamurthy for their world music projects.
,0,6,N,
,1,6,HT,"Over the last few years, his brainchild, TAALTANTRA has emerged as one of the foremost world music bands regularly enthralling audiences in the Mid-East, North America, Europe and India experimenting with timeless Jazz, Indian Classical Music, Folk Music and indigenous drumming."
,2,6,N,
,3,6,N,
,4,6,N,
,0,8,N,
,1,8,N,
,0,11,N,
,1,11,N,
,0,14,N,
,0,15,N,
,0,16,N,
,0,18,N,
,0,19,N,
,0,21,N,
,0,23,N,
,0,24,N,
,0,25,N,
,0,26,HT,"ITC Sangeet Sammelan, Munger"
,0,28,N,
,1,28,N,
,0,34,N,
,0,38,HT,"Sangeet Sanman, Govt. of West Bengal"
