before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Stephan Meidell (born 17 December 1982 in Kristiansand, Norway) is a Norwegian guitarist and composer living in Bergen."
,0,2,HT,"Meidell studied jazz at the Conservatorium van Amsterdam (2004-2008), and uses his background in jazz and improvised music within rock, pop music, noise and sound art in bands like Cakewalk, Krachmacher, Velkro, The Sweetest Thrill, and Vanilla Riot."
,0,3,HT,Meidell started the concert series Playdate in 2009 and has been chairman of Ny Musikk Bergen (New Music Bergen) in the period 2012-2014.
,1,3,HT,"He got brilliant reviews for his solo debut album Cascades (2014), and for his commissioned opening concert Voice & Strings & Timpani for the 2016 Nattjazz."
,2,3,N,
,3,3,N,
,0,10,N,
,1,10,HT,Stretch (Playdate Records)¨With 'Velkro'2011: The Future Of The Past (Pling Music)
,0,12,HT,"2017: Too Lazy To Panic (Clean Feed)With 'Krachmacher'2012: Paratrooper (Klangkollektivet)With 'Cakewalk', trio including Ivar Loe Bjørnstad and Øystein Skar2012: Wired (Hubro)"
,0,14,N,
,1,14,N,
,0,15,HT,2014: Strings & Timpani (Klangkollektivet)With Erlend Apneseth2013:
,1,15,N,
,0,16,N,
,1,16,N,
,0,17,N,
,1,17,N,
,0,18,HT,"2016: Salika, Molika' (Hubro), with Erlend Apneseth Trio with Frode Haltli Frode HaltliWith 'Strings & Timpani'2016:"
,1,18,N,
