before,after,paragraphIndex,annotation,sentences
,0,0,N,
,1,0,HT,They recorded two albums but split up in 1987 due to a lack of commercial success.
,0,2,HT,"Zerra 1 were formed in 1982 by vocalist and keyboardist Paul Bell, guitarist Andreas Grimminger, bassist Adrian Wyatt and drummer Mike Mesbur."
,1,2,HT,"That year, the band supported The Cure on their UK and European tour in April-June, and released ""Let's Go Home"" as their debut single."
,2,2,N,
,3,2,HT,"Later in December, the band supported U2 for five dates."
,4,2,N,
,5,2,N,
,6,2,HT,"In February-March 1984, the band toured as a support act of The Boomtown Rats."
,7,2,HT,The same year saw the band signing to Mercury.
,8,2,N,
,9,2,HT,"That year, their self-titled debut album was also released, which spawned the singles ""Tumbling Down"" and ""Mountains and Water""."
,10,2,HT,"Released across Europe, the album was produced by Todd Rundgren, but failed to give the band their commercial breakthrough."
,11,2,N,
,12,2,N,
,13,2,N,
,14,2,HT,Mesbur was replaced by Korda Marshall during 1984.
,15,2,HT,"Recording sessions for the band's second album spanned from May 1985 to April 1986, however by this time both Marshall and Wyatt had left the band, with Marshall going on to launch independent record label Infectious Music."
,16,2,N,
,17,2,N,
,18,2,N,
,19,2,N,
,20,2,N,
,21,2,HT,"In late 1986, the band supported Ultravox."
,22,2,N,
,0,4,HT,"Paul Bell - lead vocals, keyboards (1982-87)"
,0,5,HT,Andreas Grimminger - guitar (1982-87)
,0,6,HT,Adrian Wyatt - bass (1982-85)
,0,7,HT,Eamo Doyle - bass (1985-87)
,0,8,HT,Mike Mesbur - drums (1982-84)
,0,9,HT,Korda Marshall - drums (1984-85)
,0,10,HT,Ian Penman - keyboards (1984)
