before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Smokin Jo (born Joanne Joseph) is an English DJ and record producer from London, England."
,1,0,HT,She is the only female DJ to win the number one DJ in the world award by DJ Mag in 1992.
,0,2,HT,She began her career in 1990 when she got her first set of record decks.
,1,2,HT,"In 1991, Jo was given an opportunity to play at London hardhouse/techno club Trade at Turnmills."
,2,2,HT,"This led to a residency there that would continue until 1993, launching her career."
,3,2,HT,"In 1993 she DJed in Ibiza for the first time, on the terrace at Space."
,4,2,HT,the same year she was named as DJ Magazines No1 DJ.
,5,2,HT,"She also presented the BBC Radio 1 (essential selection) weekly report from Ibiza, between 2002 and 2006."
,6,2,HT,"Jo has gigged all over the world, and in every big club night, playing as far and wide as Japan, Germany, Brazil, Greece, USA (including Space in Miami), and Singapore."
,7,2,HT,In the UK she has played Fabric in London.
,8,2,HT,She has kept a residency in Ibiza.
,0,14,HT,"Smokin Jo and Tim Sheridan – Sessions, Ministry of Sound, 2005."
,0,17,HT,"Yoni (11), Smokin'Jo, Suck on This (12""), Sugarcube Recordings, 1997."
,0,18,HT,"Malcom Duffy meets Smokin'Jo-Bean Hut (12""), Remote Recordings, 1999."
,0,24,HT,"Pete Gleadall and Smokin'Jo Present Los Vengadores – The Music (12""), Whoop!"
,1,24,N,
,0,28,HT,"Smokin'Jo and Nichole Moudaber – Home Sweet Home (12""), Yellow Tail Records, 2010."
,0,31,HT,"Nichole Moudaber and Smokin Jo – Can't say no to that (12"") Doppleganger, 2014."
,0,32,HT,"Nichole Moudaber and Smokin Jo – Home sweet home (Dub Version) (12"") ADSR Records, 2014."
