before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Benny Golson (born January 25, 1929) is an American bebop/hard bop jazz tenor saxophonist, composer, and arranger."
,1,0,N,
,2,0,HT,Golson is known for co-founding and co-leading The Jazztet with trumpeter Art Farmer in 1959.
,3,0,HT,"From the late 1960s through the 1970s Golson was in demand as an arranger for film and television and thus was less active as a performer, but he and Farmer re-formed the Jazztet in 1982."
,0,3,HT,"While in high school in Philadelphia, Golson played with several other promising young musicians, including John Coltrane, Red Garland, Jimmy Heath, Percy Heath, Philly Joe Jones, and Red Rodney."
,1,3,N,
,2,3,HT,"From 1953 to 1959, Golson played with Dameron's band and then with the bands of Lionel Hampton, Johnny Hodges, Earl Bostic, Dizzy Gillespie, and Art Blakey and the Jazz Messengers, with whom he recorded the classic Moanin' in 1958."
,3,3,HM,"Golson was working with the Lionel Hampton band at the Apollo Theater in Harlem in 1956 when he learned that Clifford Brown, a noted and well-liked jazz trumpeter who had done a stint with him in Dameron's band, had died in a car accident."
,4,3,N,
,0,5,HT,"From 1959 to 1962, Golson co-led the Jazztet with Art Farmer."
,1,5,HT,Golson then left jazz to concentrate on studio and orchestral work for 12 years.
,2,5,N,
,3,5,HT,"He also formulated and conducted arrangements to various recordings, such as Eric Is Here, a 1967 album by Eric Burdon, which features five of Golson's arrangements, conducted by Golson."
,4,5,N,
,5,5,N,
,6,5,HT,"In 1982, Golson re-organized the Jazztet."
,7,5,HT,"In 1996, Golson received the NEA Jazz Masters Award of the National Endowment for the Arts."
,8,5,HT,"In 1999, Golson was awarded an honorary doctorate of music from Berklee College of Music."
,9,5,HT,"Golson made a cameo appearance in the 2004 movie The Terminal, related to his appearance in ""A Great Day in Harlem"", a group photograph of prominent jazz musicians."
,10,5,HM,"Main character Viktor Navorski (Tom Hanks) travels to the US from Europe to obtain Golson's signature; Golson was one of seven musicians then surviving from the photo, the others being Johnny Griffin (died 2008), Eddie Locke (died 2009), Hank Jones (died 2010), Marian McPartland (died 2013), Horace Silver (died 2014), and Sonny Rollins."
,11,5,N,
,12,5,HT,"In October 2007, Golson received the Mellon Living Legend Legacy Award, presented by the Mid Atlantic Arts Foundation at a ceremony at the Kennedy Center."
,13,5,HT,"Additionally, during the same month, he won the University of Pittsburgh International Academy of Jazz Outstanding Lifetime Achievement Award at the university's 37th Annual Jazz Concert in the Carnegie Music Hall."
,14,5,HT,"In November 2009, Golson was inducted into the International Academy of Jazz Hall of Fame, during a performance at the University of Pittsburgh's annual jazz seminar and concert."
,15,5,HT,"The Howard University Jazz Studies program created a prestigious award in his honor called the ""Benny Golson Jazz Master Award"" in 1996."
,16,5,N,
,0,26,HT,Benny Golson in Denmark (2007)
,0,28,HT,"Benny Golson's New York Scene (Contemporary, 1957)"
,0,31,HT,"Benny Golson and the Philadelphians (United Artists, 1958)"
,0,38,HT,Reunion: Benny Gilson Sextet (Jazzland 1962)
,0,45,HT,"California Message (Baystate, 1981) with Curtis Fuller"
,0,46,HT,"One More Mem'ry (Baystate, 1982) with Curtis Fuller"
,0,47,HT,"Time Speaks (Baystate, 1983) with Freddie Hubbard and Woody Shaw"
,0,49,HT,"Stardust (Denon, 1987) with Freddie Hubbard"
,0,51,HT,Benny Golson Quartet (LRC Ltd. 1990)
