before,after,paragraphIndex,annotation,sentences
,0,0,HT,Nikki Williams (born 9 November 1988) is a South African singer-songwriter.
,0,2,N,
,1,2,HT,"She has two older sisters who live in South Africa and a younger sister, Jade Williams, who moved to the USA with her and her mother, Mandy Morgan (née Williams) when she was 16 years old."
,2,2,N,
,3,2,HM,"Several years later, Nikki moved back to Los Angeles where she met Breyon Prescott and signed with his label Chameleon Entertainment/Island Def Jam."
,0,4,N,
,1,4,N,
,2,4,N,
,3,4,N,
,0,5,HT,"Her debut single ""Kill, Fuck, Marry"", which was produced by Stargate and co-written by Sia Furler, was released on 19 November 2012."
,1,5,HT,"Her second single ""Glowing"" was released on 4 December 2012."
,2,5,N,
,3,5,N,
,4,5,N,
,5,5,HT,"In May 2013, she was picked as Elvis Duran's Artist of the Month and was featured on the American television network NBC's Today show hosted by Kathie Lee Gifford and Hoda Kotb, where she performed live her song ""Glowing""."
,6,5,HT,"Her third single ""Thank God It's Friday"" was released on 15 November 2013 along with the lyric video which was posted on her YouTube Vevo channel that same day."
,7,5,HT,Williams is currently signed to Big Yellow Dog Publishing and Atlantic Records.
,8,5,HT,"On 16 November 2018, she released her first single in five years, titled ""Trouble"" with DJ and producer Parov Stelar."
,0,7,HT,"She married Nicolas Cage's son, Weston on 24 April 2011 in New Orleans."
,1,7,HT,"Cage filed for divorce in October 2011, which was finalised in June 2013."
,0,11,HT,"""Thank God It's Friday"" (2013)"
