before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Robert O'Neil ""Bob"" Forrest (born February 15, 1961) is a musician who is best known for his work with the Los Angeles bands Thelonious Monster and The Bicycle Thief."
,1,0,N,
,2,0,N,
,3,0,N,
,4,0,HT,"In 2010, he and co-founder Shelly Sprague launched Hollywood Recovery Services."
,0,1,N,
,1,1,N,
,2,1,N,
,0,2,N,
,1,2,N,
,2,2,HT,"In 1988, John Frusciante was originally intended to join Thelonious Monster."
,3,2,N,
,4,2,HT,Forrest has performed many times with the Red Hot Chili Peppers dating back to the mid-1980s and most recently in 2009 at an awards event honoring Kiedis for his commitment to helping other addicts with the addiction and recovery process.
,0,3,HT,"Forrest, who was good friends with River Phoenix, was one of the last people to see the actor alive the night he died of a drug overdose."
,1,3,HT,"Twenty years after Phoenix's death, Forrest opened up about the actor's final days and hours."
,2,3,N,
,3,3,HT,Forrest was with Phoenix at The Viper Room the night of his death.
,4,3,N,
,5,3,HT,"But moments later, Phoenix collapsed outside the club and went into convulsions."
,6,3,N,
,7,3,N,
,8,3,N,
,9,3,HT,"In 2008, he began releasing a series of live digital  EPs exclusively at his official website."
,10,3,HT,"In 2010, Forrest began hosting a weekly radio show, All Up In The Interweb, airing Wednesday nights on Indie1031.com."
,11,3,HT,"On October 1, 2013, Forrest released Running with Monsters: A Memoir which he co-wrote with author Mike Albo."
,12,3,N,
,13,3,N,
,14,3,HT,The DVD was released in September 2013.
,15,3,HT,"Forrest released a new album, Survival Songs, on October 9, 2015 which was produced by Grammy-winning producer, Ian Brennan."
,16,3,N,
,0,4,N,
