before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Allison Iraheta (; born April 27, 1992) is an American singer from Los Angeles, California, who was the fourth place finalist on the eighth season of American Idol."
,1,0,N,
,2,0,N,
,3,0,N,
,4,0,HT,"Her debut album Just Like You was released on December 1, 2009."
,5,0,N,
,0,2,HT,"Iraheta was born in Glendale, California, to Salvadoran immigrants who moved to the United States before she was born."
,1,2,N,
,2,2,N,
,3,2,HT,"In 2001, she began taking voice lessons with Raphael Enriquez at the Los Angeles Music and Art School, a non-profit community school of the arts in East Los Angeles."
,4,2,N,
,5,2,HT,Iraheta attended Los Angeles' Animo Ralph Bunche Charter High School.
,6,2,HT,"Iraheta studied with performance coaches Pepper Jay and John Michael Ferrari from 2004 to 2009, and performed during that time with the ""oldies"" band, ""Ferrari & Friends."""
,0,3,N,
,1,3,N,
,2,3,N,
,3,3,N,
,0,4,HT,"In 2007, Iraheta won the reality show, ""Quinceañera: Mama Quiero Ser Artista"" (Sweet Fifteen:"
,1,4,N,
,2,4,N,
,3,4,N,
,0,6,HT,Iraheta auditioned for the eighth season of American Idol in San Francisco in 2009.
,1,6,HT,"She sang ""(You Make Me Feel Like) A Natural Woman"" by Aretha Franklin and made it to the Hollywood audition rounds."
,2,6,N,
,3,6,N,
,4,6,N,
,5,6,N,
,6,6,N,
,7,6,N,
,8,6,HT,"The following week, Iraheta performed ""Blame It On Your Heart"" by Patty Loveless."
,9,6,N,
,10,6,HT,"On Motown Night, Iraheta performed a cover of the Temptations' ""Papa Was a Rollin' Stone""."
,11,6,N,
,12,6,N,
,13,6,HT,"You sing like you've been singing for 400 years!"""
,0,7,HT,"On Top Downloads night, Iraheta performed No Doubt's ""Don't Speak"" while accompanying herself on the guitar and ended up in the Bottom 3 again."
,1,7,HT,"For her performance during Top 8 week, Iraheta sang Bonnie Raitt's ""I Can't Make You Love Me"", for which she received much acclaim."
,2,7,N,
,3,7,N,
,4,7,HT,"After covering ""I Don't Want to Miss a Thing"" during Movie Night, Cowell boldly stated ""We can see you all the way through the end now."
,5,7,N,
,6,7,HT,"""During the second Top 7 Night (due to the judges' save of Matt Giraud), Iraheta performed a rock-infused version of Donna Summer's ""Hot Stuff""."
,7,7,N,
,8,7,N,
,9,7,HT,"The following night, Iraheta again landed in the bottom 3 for the third time, and Lil Rounds was eliminated from the competition, leaving Iraheta as the last remaining female contestant."
