before,after,paragraphIndex,annotation,sentences
,0,0,N,
,1,0,N,
,2,0,N,
,0,1,N,
,1,1,HT,"""Smooth"" reached number one on the Billboard Hot 100 in 1999, and won Shur and Thomas the 1999 Grammy Award for Song of the Year."
,0,3,HT,"Shur was born in Los Angeles, California but was raised in Seattle, Washington and Cincinnati, Ohio."
,1,3,HT,"His parents are the late Bonia Shur, who was a composer of Israeli and Jewish music and director of Liturgic Arts at the Hebrew Union College in Cincinnati, who had emigrated to the United States from Russia via Israel, and Fanchon Wechsler Shur, born in Chicago, Illinois, a former dancer and a choreographer."
,2,3,HT,Shur attended middle school at The School for Creative and Performing Arts (SCPA) in Cincinnati.
,3,3,N,
,4,3,HM,In the early 1990s he joined a local art rock band called Sleep Theater with Rob Hamrick and Chris Sherman (later known as Freekbass).
,0,5,HT,"Shur moved to New York City in 1992 where, in between doing odd jobs, he played in a Moroccan band and performed at the Knitting Factory, an avant-garde jazz venue."
,1,5,N,
,2,5,HT,"Shur also began composing songs, and his first hit was ""Ascension (Don't Ever Wonder)"", which he co-wrote with Maxwell for Maxwell's 1996 debut album, Maxwell's Urban Hang Suite."
,3,5,HT,"In the late 1990s Shur explored funk, techno and hip-hop, and released two solo albums under an alias Big Muff, which he took from the name of an old Electro-Harmonix guitar distortion pedal, Big Muff."
,4,5,N,
,5,5,N,
,6,5,HT,"When he heard that Santana needed a song for their new album, Shur composed the song over a weekend."
,7,5,N,
,8,5,N,
,9,5,HT,"""Smooth"" reached number one on the Billboard Hot 100 in 1999, and won Shur and Thomas the 1999 Grammy Award for Song of the Year."
,10,5,HT,Supernatural also won a Grammy Award in 1999 for Album of the Year.
,11,5,HT,"Shur released another solo album, Milk & Honey – 10 Hits To Bliss in 2001, this time under his real name."
,12,5,HT,"He also produced a number of albums for various artists, including Kronos Quartet, Hinda Hicks, Mark Farina, Lighthouse Family, The Scumfrog and Lucy Woodward."
,13,5,N,
,0,9,HT,"Milk & Honey – 10 Hits to Bliss (2001, Wave Music)"
