before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Marc Broussard (born January 14, 1982) is an American singer-songwriter."
,1,0,N,
,2,0,N,
,0,2,N,
,1,2,HT,"Marc was raised in Carencro, Louisiana and Lafayette, Louisiana."
,0,4,HT,"In 2001 Broussard was part of Y, a Christian band based out of New Iberia, Louisiana."
,0,5,HT,"Broussard's solo career started with the release of several independent efforts, including 2002's Momentary Setback which spawned ""The Wanderer"", a song about self-discovery."
,1,5,HT,"A re-worked version of the song appears on his first major album Carencro (Island Records), released on August 3, 2004."
,2,5,HT,"The album's title pays tribute to the musician's hometown of Carencro, Louisiana, where he still resides."
,3,5,N,
,0,7,HT,Broussard finished recording the Must Be The Water EP on the Rock Boat VII in January 2008 and released it later that year.
,1,7,N,
,2,7,HT,"This was Broussard's first release with his new label, Atlantic Records, with which he signed a multi-album contract in 2007."
,0,8,HT,"Broussard has been a featured performer on many TV programs including The Tonight Show with Jay Leno, A&E Breakfast with the Arts, Jimmy Kimmel Live!,"
,1,8,HT,"Late Night with Conan O'Brien, CBS Saturday Early Show, Larry King Live, Lopez Tonight, and CBS's Saturday Morning's Second Cup Cafe."
,2,8,N,
,3,8,HT,"Singer Kelly Clarkson performed ""Home"" as part of her live setlist in 2006 and 2007."
,4,8,HT,"His song ""Must Be the Water"" was the theme song for the 2008 NBA All-Star Game."
,0,9,HT,"In 2008, Broussard released his next studio album, Keep Coming Back."
,1,9,N,
,0,10,HT,"Broussard's fourth full-length album, Marc Broussard was released on June 14, 2011."
,1,10,N,
,2,10,HT,"A third single, ""Cruel"", followed later that year."
,3,10,HT,"In late 2012, he signed a deal with Vanguard Records."
,4,10,N,
,0,13,HT,"Broussard married his wife, Sonya, on The Rock Boat VIII in January 2008."
,1,13,N,
,0,15,N,
,1,15,HT,He founded the Momentary Setback Fund to benefit victims of Hurricane Katrina and Hurricane Rita.
,2,15,HT,"He released an album Bootleg to Benefit the Victims of Hurricane Katrina in 2005, with all proceeds going to help rebuild Broussard's home state, Louisiana."
,3,15,N,
,4,15,HT,"In 2007, Broussard was involved in an Entertain the Troops tour in the Middle East."
,0,23,HT,"Lemonade (G. Love) (2006) (Song: ""Let the Music Play"" with Ben Harper)"
,0,24,HT,"Goin' Home: A Tribute to Fats Domino (2007) (Song: ""Rising Sun"" with Sam Bush)"
,0,25,HT,"Family (LeAnn Rimes) (2007) (Song: ""Nothing Wrong"")"
,0,26,HT,"Under Summer Sun (Matt Wertz) (2008) (Song: ""The Way I Feel"")"
,0,27,HT,"Everything She Was (Josh Hoge) (2008) (Song: ""Take It Or Leave It"")"
,0,28,HT,"Light of Day: A Tribute to Bruce Springsteen (Various Artists) (2008) (Song: ""Back in Your Arms"")"
,0,34,HT,"LIVE (Scott Alan) (2012) (Song: ""In This Moment"")"
,0,35,HT,"Öpfelboum u Palme (Special Edition) (Ritschi) (2015) (Song: ""Nume 5 Minute"")"
,0,36,HT,"Home (Pat Green) (2015) (Song: ""'Good Night in New Orleans' "")"
,0,37,N,
,0,38,HT,"Overture (Daniel and Laura Curtis) (2016) (Song: ""What Happened to Yesterday?"")"
