before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Erwin Ratz (22 December 1898, Graz – 12 December 1973, Vienna) was an Austrian musicologist and music theorist."
,1,0,N,
,2,0,HT,"During Nazi rule, he saved the lives of several Austrian Jews by sheltering them in his apartment for a number of years."
,0,2,HT,"Between 1918 and 1922, Ratz studied musicology with Guido Adler at the Institute of Musicology of the University of Vienna."
,1,2,HT,"At the same time (between 1917 and 1920), he participated in Arnold Schoenberg's seminar for composition and was active in the Schoenberg circle."
,2,2,N,
,3,2,HT,Ratz later did all but one of the piano reductions for Eisler's Balladenbuch (1929–31).
,4,2,N,
,5,2,HT,"In 1918, in an attempt to introduce Schönberg's work to a broader public, Ratz organized ""ten public rehearsals for Schoenberg's Chamber Symphony"", a series of events from which the ""Association for Musical Private Performances"" emerged in November 1918."
,0,3,N,
,1,3,N,
,2,3,N,
,0,4,N,
,1,4,N,
,2,4,N,
,3,4,HT,After World War II he became a lecturer in musical form and analysis at the Academy of Music and Performing Arts in Vienna (Akademie für Musik und darstellende Kunst; now the University of Music and Performing Arts Vienna).
,4,4,N,
,5,4,HT,In 1957 he received the title of professor.
,6,4,HT,From 1949 to 1968 he was involved (from 1952 in a leading position) in the Austrian section of the International Society for Contemporary Music (ISCM).
,7,4,HT,"Ratz gained international renown as President of the Gustav Mahler Gesellschaft in Vienna, and especially for his role in the publication of the complete edition of Mahler's musical compositions."
,8,4,HT,"From 1960, however, Ratz fought against the efforts of Deryck Cooke and others to create performable editions of Mahler's unfinished Tenth Symphony, insisting in articles and interviews that no such attempt could be legitimate given the state of Mahler's draft."
,0,6,N,
,1,6,N,
