before,after,paragraphIndex,annotation,sentences
,0,0,HT,Noemi (pronounced [noˈɛːmi]; born Veronica Scopelliti on 25 January 1982) is an Italian singer-songwriter.
,1,0,HT,"She rose to fame in 2009, after competing in the second season of Italian talent show X Factor."
,2,0,HT,"Immediately after being eliminated from the competition, she released her debut single, ""Briciole"", which peaked at number 2 on the FIMI Singles Chart."
,3,0,HT,"As of 2022, she has released 6 studio albums, which spawned commercially successful singles such as ""Vuoto a perdere"", ""Sono solo parole"", ""La borsa di una donna"", ""Glicine"" and the chart toppers ""L'amore si odia"", featuring vocals by Fiorella Mannoia, and ""Per tutta la vita""."
,4,0,HT,"She dueted with Italian band Stadio and with rapper Fedez, among others, and her single ""Makumba"", a duet with Carl Brave, became  a summer hit in 2021."
,5,0,HT,"Noemi performed songs for the soundtrack of Italian films Women vs. Men and Domani è un altro giorno, receiving a special Nastro d'Argento award in 2019."
,0,1,N,
,1,1,HT,She competed seven times in the Sanremo Music Festival between 2010 and 2022.
,2,1,HT,"She toured several times across Italy, performing in theatres, clubs and outdoor venues."
,0,4,HT,"Noemi was born in Rome, the eldest daughter of Armando and Stefania."
,1,4,HT,"Her father was an entrepreneur, and he became a city councilor in Vasto, while her mother was a painter."
,2,4,N,
,3,4,N,
,0,9,HT,"In 2007, Noemi took part in SanremoLab, a competition aimed at selecting three artists to debut in the Newcomers Section of the Sanremo Music Festival 2008."
,1,9,HT,"She was among the twelve finalists with her song ""Briciole"", but she was not chosen by the artistic director of the 2008 contest, Pippo Baudo."
,2,9,HT,"With her band, named Bagajajo, Noemi also performed in several small venues in Rome, mainly singing English-language covers."
,3,9,HT,"In late 2008, Noemi auditioned for the second series of X Factor, which started in January 2009."
,4,9,N,
,0,10,HT,"Noemi recorded a studio version of Vasco Rossi's ""Albachiara"" and Ivano Fossati's ""La costruzione di un amore"", originally performed at X Factor, for the official show's compilation albums, titled X Factor Anteprima Compilation 2009 and X Factor Finale Compilation 2009, respectively."
,0,15,HT,"During the summer of 2009, Noemi toured in Italy, performing at several small local events and patronal festivals."
,1,15,HT,"On 21 June 2009, she was among 43 female artists performing at the San Siro stadium in Milan during the charity event Amiche per l'Abruzzo, created by Laura Pausini with the purpose to raise funds supporting the reconstruction in the territories affected by the 2009 L'Aquila earthquake."
,2,15,HT,"She sang Irene Grandi's ""La tua ragazza sempre"" with Grandi herself, Syria and Dolcenera."
,0,16,HT,"On 19 August of the same year, she also performed at the Concerto per Viareggio, a charity event, created by Zucchero, whose proceeds were devolved to the families of the victims of the Viareggio train derailment."
,0,17,N,
,1,17,N,
,2,17,HT,"""L'amore si odia"" was released as the album's lead single, and spent two consecutive weeks at number one on the Italian FIMI singles chart."
,3,17,N,
,0,19,N,
,1,19,HT,"She performed the song ""Per tutta la vita"", which was among the top ten entries reaching the final night of the competition, but did not qualify in the top three songs."
,2,19,N,
,3,19,HT,"""Per tutta la vita"" became Noemi's second number one single, and was featured on a new edition of Sulla mia pelle, released in February 2010."
,0,20,N,
,1,20,N,
,0,23,HT,"On 28 January 2011, Noemi released the single ""Vuoto a perdere"", written by Vasco Rossi and Gaetano Curreri and featured on the soundtrack of Fausto Brizzi's film Women vs. Men."
,1,23,N,
,2,23,N,
,3,23,N,
,4,23,HT,"During the summer of 2011, Noemi promoted the album with several performances, including the concerts of her RossoNoemi Tour 2011, a set at the Heineken Jammin' Festival, and appearances as an open act for Vasco Rossi."
,5,23,HT,"In 2012, Noemi returned to the Sanremo Music Festival, competing with the song ""Sono solo parole"" and placing third overall."
,6,23,N,
,7,23,N,
,8,23,N,
,9,23,HT,"On 1 May 2012, Noemi also took part in the International Worker's Day concert in Piazza San Giovanni Laterano, Rome, annually supported by Italian trade unions CGIL, CISL and UIL."
,10,23,N,
,11,23,N,
,0,24,N,
,1,24,N,
,2,24,N,
,3,24,N,
,0,25,HT,"In March 2013, Noemi debuted as a coach on the first series of The Voice of Italy."
,0,27,HT,"In order to work on her third studio album, Noemi decided to move to London."
,1,27,N,
,0,28,HT,"The album was released on 20 February 2014, during the 64th Sanremo Music Festival, in which Noemi competed with the songs ""Un uomo è un albero"" and ""Bagnati dal sole""."
,1,28,N,
,2,28,N,
,0,29,HT,"To promote the album, Noemi embarked on the Made in London Tour, which took place between April 2014 and May 2014 in Italian theatres, starting from the Teatro degli Arcimboldi in Milan."
,1,29,HT,"In 2015, Noemi appeared as a featured artist on the single ""L'amore eternit"" by Italian rapper Fedez, and included in his album Pop-Hoolista."
,2,29,N,
,0,31,HT,"In 2016, Noemi returned to the Sanremo Music Festival, placing 8th in the Big Artists section with the song ""La borsa di una donna""."
,1,31,HT,"During the third night of the show, she also performed a cover of Loredana Bertè's ""Dedicato""."
,2,31,HT,"Noemi and Bertè also recorded a duet version of the song for Bertè's album Amici non ne ho… ma amiche sì, released in April of the same year."
,3,31,HT,"Noemi's fourth studio album, Cuore d'artista, was released on 12 February 2016."
,4,31,N,
,5,31,N,
,0,32,HT,"In November 2016, Noemi toured across Italian clubs for her Cuore d'artista Club tour."
,0,34,HT,"In 2017 Noemi appeared as a featured artist on Spanish rock band Jarabe de Palo's compilation album 50 Palos, recording a duet version of their hit ""Mi piaci come sei""."
,0,35,HT,"On 21 June 2017, she achieved the Guinness World Record as the artist with the highest number of live concerts held in different locations in a single day."
,1,35,N,
,2,35,HT,"In September 2017, Noemi released the single ""Autunno"", written by Thegiornalisti's frontman Tommaso Paradiso and Dario Faini."
,3,35,N,
,4,35,N,
,5,35,HT,"To promote the album, Noemi also released the single ""Porcellana"" and embarked on the La luna Tour, which took place between May 2018 and August 2018."
,6,35,HT,"In May 2018, Noemi performed the Italian national anthem at the Stadio Olimpico in Rome for the 2018 Coppa Italia Final."
,7,35,N,
,0,36,N,
,1,36,N,
,2,36,N,
,0,37,HT,"In February 2019, Noemi appeared as Irama's guest at the 69th Sanremo Music Festival, dueting with him on his song ""La ragazza con il cuore di latta""."
