before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Peter Ostroushko (August 12, 1953 – February 24, 2021) was an American violinist and mandolinist."
,1,0,N,
,2,0,HT,He won a regional Emmy Award for the soundtrack he composed for the documentary series Minnesota: A History of the Land (2005).
,0,2,HM,"Born August 12, 1953, and of Ukrainian ancestry, Ostroushko grew up in northeast Minneapolis where he first took up mandolin at age three."
,1,2,N,
,0,3,N,
,1,3,N,
,2,3,N,
,0,4,N,
,1,4,N,
,2,4,N,
,0,6,N,
,1,6,N,
,2,6,N,
,3,6,HT,"He has also composed music for shows by Circus Juventas, a Saint Paul youth circus."
,0,8,HT,"Ostroushko appeared on television on Austin City Limits, Late Night with David Letterman, and Mister Rogers' Neighborhood, as well as performing regularly on Garrison Keillor's A Prairie Home Companion."
,0,10,HT,Ostroushko received a regional Emmy award for his soundtrack to the 2005 PBS series Minnesota: A History of the Land.
,0,12,N,
,1,12,N,
,2,12,HT,Ostroushko suffered a stroke in January 2018 and stopped performing.
,3,12,N,
,4,12,N,
,0,17,HT,Peter Ostroushko Presents the Mando Boys (1986) Red House
,0,20,N,
,1,20,N,
,0,24,N,
,1,24,N,
,0,25,N,
,0,26,N,
,0,29,N,
,1,29,N,
,0,30,HT,Peter Joins the Circus (2008)
