before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Christian Roger Andreu (born November 15, 1976) is a French musician best known as the lead guitarist of metal band Gojira, and was guitarist on a Familha Artús album."
,0,2,N,
,1,2,N,
,2,2,N,
,3,2,HT,"In an interview for Lyon's ZYVA Magazine, Andreu explained that he does not listen to much metal music apart from Gojira, stating that he primarily listens to classical music."
,4,2,N,
,5,2,HT,"In 2007, he was also a guitarist in an experimental ethno-tribal progressive rock band playing in a traditional style called Familha Artús."
,6,2,HM,"On May, 2019 towards the end of the song ""Stranded"" at Ohio's Sonic Temple Festival, the pyrotechnic effects of the show have projected flames in his face under the effect of the wind."
,7,2,N,
,8,2,N,
,0,4,HT,"Christian Andreu resides close to nature on the south west coast of France, near San Sebastián, Spain."
,1,4,N,
,0,10,N,
,0,12,N,
,0,17,HT,DemosVictim (as Godzilla) (1996)
,0,19,HT,Saturate (as Godzilla) (1999)
,0,23,N,
,0,27,HT,Fortitude (2021)With Familha ArtúsÒrb (2007)
