before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Kevin Crawford (born in Birmingham, England) is an Irish flute, tin whistle, Low whistle and bodhrán player."
,1,0,HT,"He was born in England to Irish parents from Milltown Malbay, County Clare."
,2,0,HT,He later moved to West Clare to improve his music and become more exposed to traditional Irish music.
,0,2,HT,"He started in the late 1980s with Long Acre working with artists such as Mick Conneely, Brendan Boyle, Bernadette Davis, Joe Molloy and Ivan Miletitch."
,1,2,HT,"After recording and co-producing what he described as his most ""traditional"" CD with ""Grianán,"" a group including Siobhán and Tommy Peoples, Niamh de Búrca, P.J. King, Martin Murray, Paul McSherry, John Maloney, and Pat Marsh (released in 1993), Crawford joined ""Moving Cloud"" in 1993, with whom he recorded several albums."
,0,3,HM,"He joined one of Ireland's top traditional bands, ""Lúnasa"", in 1997, replacing Michael McGoldrick."
0.0,1,3,HM,"He joined one of Ireland's top traditional bands, ""Lúnasa"", in 1997, replacing Michael McGoldrick. Crawford became the ""frontman"" for Lúnasa during their live performances."
,2,3,HT,"With the band he has recorded a number of albums, while he has also recorded solo albums and albums with other musicians."
,3,3,N,
,0,8,HT,Carrying the Tune (2012)with GrianánThe Maid of Eirin (1993)with Raise The RaftersRaise
,1,8,N,
,0,15,HT,The Leitrim Equation featuring Lúnasa (2009) (features Lúnasa and other Irish musicians)
,0,17,HT,"CAS (2018)with Cillian VallelyOn Common Ground (2009)with The Drunken GaugersThe Drunken Gaugers: Kevin Crawford, Dylan Foley (fiddle), and Patrick Doocey (guitar) (2017)with Kevin Crawford, Colin Farrell & Patrick DooceyMusic and Mischief (2019)Kevin Crawford, according to the liner notes in Carrying the Tune plays ""Mike Grinter flutes and whistles and Susato, Generation and Jonathan Sindt whistles."""
