before,after,paragraphIndex,annotation,sentences
,0,0,HT,"John Benson Sebastian  (born March 17, 1944) is an American singer-songwriter, guitarist, harmonicist, and autoharpist."
,1,0,HT,"He is best known as a founder of The Lovin' Spoonful, as well as for his impromptu appearance at the Woodstock festival in 1969 and a U.S. No. 1 hit in 1976, ""Welcome Back""."
,0,3,HT,Sebastian was born in New York City and grew up in Italy and Greenwich Village.
,1,3,N,
,2,3,N,
,3,3,N,
,4,3,N,
,5,3,N,
,6,3,HT,"He graduated from Blair Academy, a private boarding school in Blairstown, New Jersey, in 1962."
,7,3,HT,"He next attended New York University for just over a year, but dropped out as he became more interested in musical pursuits."
,0,5,HT,"In the early 1960s, Sebastian developed an interest in blues music and in playing harmonica in a blues style, rather than the classical style of his father."
,1,5,HT,"Through his father's connections, he met and was influenced by blues musicians Sonny Terry and Lightnin' Hopkins (for whom Sebastian served as ""unofficial tour guide and valet"" when Hopkins was in New York City)."
,2,5,HT,"Sebastian became part of the folk and blues scene that was developing in Greenwich Village, which in part later gave rise to folk rock."
,3,5,N,
,4,5,HT,One of Sebastian's first recording gigs was playing guitar and harmonica for Billy Faier's 1964 album The Beast of Billy Faier.
,5,5,HT,He also played on Fred Neil's album Bleecker & MacDougal and Tom Rush's self-titled album in 1965.
,6,5,N,
,7,5,N,
,0,7,HT,"Sebastian was joined by Zal Yanovsky, Steve Boone, and Joe Butler in the Spoonful, which was named after ""The Coffee Blues,"" a Mississippi John Hurt song."
,1,7,HT,"The Lovin' Spoonful, which blended folk-rock and pop with elements of blues, country, and jug band music, became part of the American response to the British Invasion, and was noted for such hits as ""Do You Believe in Magic"", ""Jug Band Music"", ""You Didn't Have to Be So Nice"", ""Daydream"", ""Did You Ever Have to Make Up Your Mind?"", ""Summer in the City"", ""Rain on the Roof"", ""Nashville Cats"", ""Darling Be Home Soon"", and ""Six O'Clock""."
,2,7,HT,"The band, however, began to implode after a 1967 marijuana bust in San Francisco involving Yanovsky, a Canadian citizen."
,3,7,N,
,4,7,HT,"Neither Sebastian nor Butler was involved in the matter, both being away from San Francisco at the time."
,5,7,N,
,0,8,HT,"Sebastian left the Lovin' Spoonful in 1968 and did not play with any later versions of the band, except for a brief reunion with the other three original members to appear in Paul Simon's 1980 film One-Trick Pony, and again for a single performance at their Rock and Roll Hall of Fame induction ceremony in 2000."
,0,11,N,
,1,11,HT,"It opened on Broadway in December 1968, with Dustin Hoffman in the title role, and ran until April 1969, for a total of over 150 performances."
