before,after,paragraphIndex,annotation,sentences
,0,0,N,
,1,0,N,
,2,0,HT,He was prominent in the early twentieth century.
,3,0,HT,"He was born in Newcastle, New South Wales."
,0,1,N,
,1,1,HT,"For several years he was a key member of impersonator revue Stiffy and Mo, with fellow vaudeville personality Roy Rene."
,2,1,HT,He contributed songs to pantomime The Bunyip (1916).
,3,1,N,
,4,1,HT,On 17th August 1951 he collapsed in a Dubbo hotel lobby and died suddenly.
,5,1,HT,"He is buried in Randwick, New South Wales."
,0,13,HT,Corroboree Rag (1916) in The Bunyip Pantomime
,0,19,N,
,1,19,N,
