before,after,paragraphIndex,annotation,sentences
,0,0,HM,"Terje Tønnesen (born 27 February 1955 in Oslo, Norway) is a Norwegian violinist, first married 1979 to the pianist Reidun Askeland (1957–), marriage disbanded in 1986, second marriage 1986 with the actress Hilde Grythe (18.7.1955–), daughter of NRK program host Odd Grythe (1918–94) and film director Kirsten Sørlie (1926–2013)."
,0,2,HT,"Tønnesen made a sensational debut at age 17 in 1972, ""A dazzling debut with hardly any parallel"", as it was called in the Oslo newspaper."
,1,2,HT,"After 5 years of study in Switzerland, he was in 1977, with their positions both as artistic director of  ""Det Norske Kammerorkester"", and as first concertmaster of the Oslo Filharmoniske Orkester."
,2,2,N,
,3,2,HT,Tønnesen has won several international awards and has received both the Grieg Award and Kritikerprisen in Norway.
,4,2,HT,"He has toured in Europe, USA, China and the Soviet Union and during his career worked with musicians like Mstislav Rostropovich, Maurice André and James Galway."
,5,2,N,
,0,10,N,
,1,10,N,
,0,11,N,
,1,11,N,
,0,12,N,
,1,12,N,
,0,13,N,
,1,13,N,
,0,14,N,
,1,14,HT,"Grieg • Brustad • Halvorsen (Victoria), with Reidun Askeland (piano) & Lars Anders Tomter (viola)"
,0,15,N,
,1,15,N,
,0,17,N,
,0,18,HT,"2000: Dvořák: Cello Concert (Virgin Classics), with Truls Mørk & Oslo Philharmonic Orchestra, conductor: Mariss Jansons"
