before,after,paragraphIndex,annotation,sentences
,0,0,HT,Sigurd Eystein Køhn (6 August 1959 – 26 December 2004) was a Norwegian jazz saxophonist and composer.
,0,2,HT,"Køhn was born in Kristiansand, Norway, and started playing the violin and the clarinet at the age of 9, and begun playing the alto saxophone when he was 14."
,1,2,HT,"He moved to Oslo when he was 19 years old, and became quickly a part of the city's jazz life."
,2,2,HT,"In the 1980s, he played the saxophone with different fusion and soul bands (""Lava"", ""Son of Sam"", ""The Heavy Gentlemen"" and more), but he returned to the jazz in the 1990s."
,3,2,HT,"He played with the jazz quartet The Real Thing from 1992 until his death, in addition to his own ""Sigurd Køhn Quartet"" from 1994 and ""Køhn/Johansen Sextet"" from 1999."
,4,2,HT,"In 1996, Køhn's first record under his own name was released, More Pepper, Please."
,5,2,N,
,6,2,N,
,7,2,HT,"He performed with the band a-ha on their tours between 1991–1994, and he also recorded a jazz cover of their song ""October""."
,8,2,HT,"He had just finished his last album, This Place, before the tsunami disaster, which was due to be released in January 2005 along with a release concert planned for January 17."
,9,2,N,
,10,2,HT,The record was released by his widow Heidi Køhn on 26 October 2005.
,0,4,HT,"Sigurd Køhn and his 16-year-old son Simen drowned after being struck by the tsunami during their vacation in Khao Lak, Thailand, on 26 December 2004."
,0,11,N,
,1,11,N,
