before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Sydney Goodsir Smith (26 October 1915 – 15 January 1975) was a New Zealand-born Scottish poet, artist, dramatist and novelist."
,1,0,HT,"He wrote poetry in literary Scots often referred to as Lallans (Lowlands dialect), and was a major figure of the Scottish Renaissance."
,0,2,HT,"He was born in Wellington, New Zealand, the son of Catherine Goodsir Gelenick and Sydney Smith, a pioneer in forensic science who later became a Regius Professor in forensic medicine at the University of Edinburgh."
,1,2,HT,He moved to Edinburgh with his family in 1928.
,2,2,N,
,3,2,N,
,4,2,HT,"He also claimed to have studied art in Italy, wine in France and mountains in Bavaria."
,5,2,HM,"In the late 1930s, Smith was introduced to the works of Hugh MacDiarmid by Hector MacIver, a literary critic who taught English at Edinburgh's Royal High School."
,6,2,HT,In a letter dated 1 November 1941 he informed MacDiarmid that he 'gave up writing English for Scots' after reading A Drunk Man Looks at the Thistle (1926).
,7,2,HT,"His first poetry collection, Skail Wind, was published in 1941."
,8,2,N,
,9,2,HT,"Under the Eildon Tree (1948), a long poem in 24 parts, is considered by many his finest work; The Grace of God and the Meth-Drinker is a much-anthologised poem."
,10,2,HT,"His A Short Introduction to Scottish Literature, based on four broadcast talks, was published in 1951."
,11,2,HT,His play The Wallace formed part of the 1960 Edinburgh Festival.
,12,2,HT,Kynd Kittock's Land (1964) was a poem commissioned by the BBC for television broadcast.
,13,2,N,
,14,2,HT,"Unpublished works include Bottled Peaches, a novel which draws on his life as a student in Oxford, and The Merrie Life and Dowie Death of Colickie Meg, a dramatic adaptation and continuation of Carotid Cornucopius."
,15,2,N,
,16,2,HT,"While travelling in Europe in 1936–37, he made drawings in Switzerland, Germany, Italy and France."
,17,2,HT,In post-war Scotland he made sketches of contemporary subjects and drawings to illustrate his poems.
,18,2,HT,He also sketched and painted watercolours on trips to the Highlands with Denis Peploe and Sorley MacLean.
,19,2,HT,Drawings collected by the architect Ian Begg were published in a book edited by Joy Hendry in 1998.
,20,2,HT,Smith was art critic of The Scotsman from 1960 to 1967.
,21,2,N,
,22,2,N,
,23,2,N,
,0,6,HT,"Skail Wind - poems, Edinburgh, The Chalmers press, 1941"
,0,7,N,
,0,8,HT,"The Deevil’s Waltz, Glasgow, W. MacLellan, 1946"
,0,9,N,
,0,11,HM,"So Late into the Night - fifty lyrics, 1944-1948, with a preface by Edith Sitwell, London, P. Russell, 1952"
,0,12,HT,"Orpheus and Eurydice - a dramatic poem, Edinburgh, M. Macdonald, 1955"
,0,13,N,
,0,14,N,
,0,15,HT,"The Vision of the Prodigal Son, M. Macdonald, 1960"
,0,16,HT,"Carotid Cornucopius, caird o the Cannon Gait and voyeur o the Outluik Touer, Edinburgh, M. Macdonald, 1964"
,0,17,HT,"Kynd Kittock’s Land, Edinburgh, M. Macdonald, 1965"
,0,18,N,
,0,19,HT,"Collected Poems, 1941-1975, with an introduction by Hugh MacDiarmid, London, John Calder, 1975"
,0,20,HM,"The Drawings of Sydney Goodsir Smith, poet, collected by Ian Begg, edited by Joy Hendry, Edinburgh, Chapman Press, on behalf of The New Auk Society, 1998"
,0,21,HT,A Publisher of the Nineties (Leonard Smithers) in The Holiday Book. 1946 (Ed. by John Singer)
,0,22,HT,"Gowdspink in Reekie, Little Brown and Co., 1974As editor:"
,0,23,HT,"Robert Fergusson, 1750–1774: essays by various hands (Edinburgh: Nelson, 1952)"
,0,24,HT,"Gavin Douglas: a selection from his poetry (Edinburgh: Oliver & Boyd, 1959)"
,0,25,HM,"The Merry Muses of Caledonia, with James Barke and John DeLancey Ferguson (Edinburgh: M. Macdonald, 1959)."
,0,26,HM,"Hugh MacDiarmid: a Festschrift, with Kulgin Duval (Edinburgh: K.D. Duval, 1962)"
,0,27,N,
,0,29,HT,"Campbell, Donald (1975), review of Gowdspink in Reekie, in Burnett, Ray (ed.), Calgacus 2, Summer 1975, pp. 54 & 55, ISSN 0307-2029"
,0,30,HT,"Burns, John (1983), review of Carotid Cornucopius, in Hearn, Sheila G. (ed), Cencrastus No. 14, Autumn 1983, pp. 50 & 51, ISSN 0264-0856"
