before,after,paragraphIndex,annotation,sentences
,0,0,HM,"Julian Michael Scanlan (born May 1, 1997), known professionally as Slushii, is an American musician, DJ, singer, songwriter, and record producer based in Los Angeles."
,1,0,N,
,0,2,HT,"Scanlan grew up in Mount Laurel and graduated from Lenape High School in Burlington County, New Jersey."
,1,2,HT,He worked at Best Buy as a customer service representative in New Jersey until the loss of his cloud-based music and followers led him to start down a new path.
,2,2,N,
,3,2,N,
,4,2,HT,"He began his musical career by joining psychedelic power-pop band Deuteronomy for three years until 2012, releasing one album, Propaganda."
,5,2,N,
,6,2,HT,"He became involved with dance music in 2013, using ""DJ Swoon"" as an alias."
,7,2,N,
,8,2,N,
,0,5,HT,He signed for Red Light Management in February 2016.
,1,5,HT,"His first single for Canadian label Monstercat, Emptiness, was released on April 20, 2016."
,2,5,HT,"He self-released his seven-track debut extended play titled ""Brain Freeze"" on May 20, 2016."
,3,5,N,
,4,5,N,
,5,5,N,
,6,5,N,
,7,5,N,
,8,5,N,
,9,5,N,
