before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Christopher Michael Fehn (born February 24, 1973), or known by his number #3, is an American musician, best known as a former percussionist of heavy metal band Slipknot."
,1,0,N,
,0,2,HT,"Fehn was born in Des Moines, Iowa and grew up in Ankeny, Iowa."
,1,2,N,
,2,2,N,
,3,2,HT,"Fehn joined the band around August (or September) 1998, replacing percussionist Brandon Darner."
,0,3,N,
,1,3,HT,"Outside Slipknot, Fehn is a very keen golfer, and evidences this on the band's 2006 DVD, Voliminal: Inside the Nine, where he is interviewed while playing golf."
,2,3,N,
,3,3,N,
,4,3,N,
,5,3,HT,"Prior to joining Slipknot in 1998, Fehn was close friends with Slipknot's percussionist Shawn Crahan."
,6,3,N,
,7,3,N,
,8,3,N,
,9,3,N,
,10,3,N,
,11,3,N,
,12,3,HT,"In the early years of Slipknot before their signing with Roadrunner Records, Fehn was an electrician."
,13,3,HT,"In an interview with Face Culture, Fehn stated that the band members gave him a hard time during his early years with the band."
,14,3,N,
,15,3,N,
,16,3,HT,"On March 23, 2012, Fehn's son was born."
,17,3,HT,"On March 14, 2019, Fehn filed a lawsuit against the band citing payment being held back."
,18,3,N,
,19,3,HT,"On March 18, 2019, Fehn officially split with Slipknot following the filing of his lawsuit."
,20,3,HT,"However, a few days later, the message was removed from the website and according to Fehn's lawyer, the percussionist's employment status with the band had not changed since his initial filing."
,0,12,N,
,1,12,N,
