before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Gary Osborne (born in London, 1949) is an English singer and songwriter."
,1,0,HT,He chaired The Songwriters Executive of the British Academy Of Songwriters Composers and Authors for 12 years during which time he was also chairman of The Ivor Novello Awards.
,0,2,HT,"Born in London in 1949, Osborne is the son of the late musical director Tony Osborne."
,1,2,HT,He was educated in Switzerland and entered the music industry at the age of 15.
,0,3,HT,"As a teenage songwriter Osborne had recordings by Timi Yuro, Nana Mouskouri and Val Doonican and at age 17 had his first US chart entry with ""On The Other Side"" by The Seekers, which he wrote with Tom Springfield."
,0,4,HT,Osborne's early career included presenting the 1960s radio show Cool Britania on the BBC World Service and a stint with RCA Records in its A&R department.
,1,4,HT,"In the early 1970s, he was active in television jingles, writing and performing hundreds of songs for brands including Pepsi, Ultra Brite, Shredded Wheat and Abbey National."
,2,4,HT,"Osborne and his then musical partner Paul Vigrass also released two albums: Queues (1972) and Steppin' Out (1974), both produced by Jeff Wayne."
,3,4,HT,"Vigrass and Osborne made the US top 50 with ""Men of Learning"" and the Japanese top 3 with ""Forever Autumn"" (originally a jingle for Lego Toys)."
,4,4,N,
,5,4,N,
,6,4,HT,"The three biggest singles co-written by Elton John and Osborne were ""Part Time Love"" from 1978, ""Little Jeannie"", a US million-seller in 1980, and the worldwide hit ""Blue Eyes"" from 1982."
,7,4,HT,Osborne was the principal lyricist on the best-selling concept album Jeff Wayne's Musical Version of The War of the Worlds which has sold in excess of 15 million albums and performed half a dozen sold-out UK arena tours as well as touring in Europe and Australia.
,8,4,N,
,0,5,HT,He co-wrote songs for Albert Hammond's album Somewhere in America (1982).
,0,6,HT,"""I Am the Future"", written with Lalo Schifrin for the soundtrack of the movie Class of 1984, was performed by Alice Cooper."
,1,6,N,
,2,6,N,
,0,7,N,
,1,7,N,
