before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Leo Nocentelli (born June 15, 1946) is an American musician and songwriter best known as a founding member and lead guitarist of the funk band The Meters."
,1,0,N,
,2,0,N,
,3,0,N,
,0,2,HT,Nocentelli grew up in the Irish Channel and Seventh Ward neighborhoods of New Orleans.
,1,2,N,
,2,2,N,
,3,2,N,
,4,2,N,
,5,2,N,
,6,2,N,
,7,2,N,
,8,2,HT,In 1964 he was drafted and served in the army for two years.
,9,2,HT,During leaves he did session work in New Orleans.
,10,2,HT,"After the service he joined Art Neville and the Neville Sounds, at the time a recently founded seven-piece band."
,11,2,HT,"By 1968 the band consisted of four members: Nocentelli, Art Neville, George Porter, and Ziggy Modeliste."
,12,2,N,
,13,2,N,
,14,2,HT,"On Sundays, Nocentelli, Porter, and Modeliste performed jazz gigs."
,15,2,N,
,16,2,N,
,17,2,N,
,18,2,HT,"From 1969 to 1977 the band released eight studio albums, with Nocentelli as one of the primary songwriters."
,19,2,N,
,20,2,N,
,21,2,N,
,22,2,HT,"Throughout the 1960s and 1970s, Nocentelli wrote, co-wrote and did session work – mostly in Cosimo, Sansu, and Sea-Saint studios."
,23,2,N,
,24,2,N,
,25,2,HT,"In 1971, Nocentelli recorded a solo debut album called Another Side."
,26,2,N,
,27,2,HT,Nocentelli sidelined the project because the Meters scored a record deal with Warner in 1972 and it was not released until 2021.
,28,2,HT,In the early 1980s Nocentelli toured with Jimmy Buffett.
,29,2,HT,He moved to Los Angeles in 1982.
,30,2,N,
,31,2,HT,"He also remained close with Modeliste, who had moved to the San Francisco Bay Area."
,32,2,N,
,33,2,HT,"At one of their shows in 1989, Nocentelli and Porter invited Modeliste and Neville on stage."
,34,2,N,
,35,2,HT,"The same year Nocentelli, Neville, and Porter formed The Funky Meters with Russell Batiste on drums."
,36,2,HT,Nocentelli performed with the reincarnated lineup until 1993.
,37,2,HT,He briefly moved back to New Orleans in the early 1990s and returned to Los Angeles in 1992.
,38,2,N,
,39,2,N,
,40,2,N,
,41,2,N,
,42,2,N,
,43,2,HT,Around 2001 he switched to the semi-hollow Gibson ES-335.
,44,2,N,
,45,2,HT,He moved to New Orleans in 2015 and continues to perform.
,46,2,HT,He received a Grammy Lifetime Achievement Award in 2018 as a member of The Meters.
,0,4,N,
,1,4,N,
,2,4,N,
,3,4,HT,"In 1960s and 1970s he was part of an era in which New Orleans jazz gave way to rhythm and blues, and funk."
3.0,4,4,HM,"In 1960s and 1970s he was part of an era in which New Orleans jazz gave way to rhythm and blues, and funk. Nocentelli's band, The Meters, were innovative and set the stylistic tone of New Orleans funk."
,5,4,N,
,6,4,N,
,7,4,N,
,8,4,N,
,0,7,HT,"Nocentelli: Live in San Francisco (DJM, 1997)"
,0,13,HT,"Sneakin' Sally Through the Alley (Island, 1974) with Robert Palmer"
,0,15,HT,"Patti LaBelle (Epic, 1977) with Patti LaBelle"
,0,16,HT,New Orleans Heat (1978) with Albert King
,0,17,HT,Tasty (1978) with Patti LaBelle
,0,18,HT,"Changes (MCA, 1980) with Etta James"
,0,19,HT,"Experiment in White (Atlantic, 1982) with Janis Siegel"
,0,20,HT,"On the Line (RCA, 1983) with Michael Wycoff"
,0,22,HT,"Winner in You (MCA, 1986) with Patti LaBelle"
,0,23,HT,"Tenderness (American Clave, 1990) with Kip Hanrahan"
,0,24,HT,Stickin' to My Guns (1990) with Etta James
,0,25,HT,"Storyville (Geffen, 1991) with Robbie Robertson"
,0,26,HT,Solace (1991) with Sarah McLachlan
,0,27,HT,"Us (Geffen, 1992) with Peter Gabriel"
,0,28,HT,"Southern Exposure (Jive, 1993) with Maceo Parker"
,0,29,HT,"Urban Blues Re: Newell (Sony Plain, 1995) with King Biscuit Boy"
,0,30,HT,"Connected (NYNO, 1996) with Allen Toussaint"
,0,32,HT,"Life, Love & the Blues (1998), with Etta James"
,0,33,HT,"Matriarch of the Blues (Private Music, 2000) with Etta James"
,0,34,HT,"Big Wide Grin (Sony, 2001) with Keb' Mo'"
,0,38,HT,"Parking Lot Symphony (Blue Note, 2017) with Trombone Shorty"
