before,after,paragraphIndex,annotation,sentences
,0,0,HT,Matilde Salvador Segarra (23 March 1918 – 5 October 2007) was a Spanish composer and painter.
,0,2,HT,"Salvador was born and raised in Castellón de la Plana, Valencian Community."
,1,2,HT,She was married to the composer Vicente Asencio (1908–1979).
,2,2,HT,She was a leading figure in promoting the culture and music of the Valencian Community.
,3,2,N,
,0,3,HT,"Matilde Salvador died of a stroke on 5 October 2007 in her native Valencia, aged 89."
,0,9,N,
,0,16,HT,"1937 Tres cançons valencianes, para voz y piano, (Existe en versión orquestral realizada por Vicente Asencio)"
,0,26,N,
,1,26,N,
,0,37,HT,"1942 El padre Lucas, para voz y piano."
,1,37,N,
,0,41,N,
,0,42,N,
,0,43,N,
,0,47,N,
,0,51,N,
,0,54,N,
,0,60,N,
,0,61,N,
,0,62,HT,Nana del mar; existe versión para voz y orquesta
,1,62,N,
,0,64,N,
,1,64,N,
,2,64,N,
,0,67,N,
,1,67,N,
,0,76,HT,"1951 La barca milagrosa, para voz y piano (de Homenaje a la poesía femenina de América)"
,0,77,N,
,0,80,N,
,1,80,N,
,2,80,N,
,0,82,N,
,1,82,N,
,0,88,HT,"1955 Tonadilla y danza sefardí, para voz, piano y tabal (Fuera de catálogo)"
,0,91,HT,"1956 Vidalita y danza criolla, para voz y piano (Fuera de catálogo)"
,0,95,N,
,0,96,HT,"1963 A la vora, voreta, para voz y piano (de Aires de cançó)"
,0,97,HT,"1963 Abans, amor, para voz y piano (de Aires de cançó)"
,0,99,HT,"1963 Jo faria, para voz y piano (de Aires de cançó)"
,0,100,HT,"1963 Juguem a jugar, para voz y piano (de Aires de cançó)"
,0,105,N,
,0,106,N,
,1,106,N,
,0,108,N,
,0,109,N,
,0,110,N,
,0,111,HT,"1964 Maror, para voz y piano (de Planys, cançons i una nadala)"
,0,112,HM,"1964 Nadala, para voz y piano (de Planys, cançons i una nadala)"
,0,113,N,
,1,113,N,
,0,121,N,
,0,128,N,
,0,129,N,
,0,131,HT,"1971 Nana del osito, para voz y piano (de Canciones infantiles); hay versión para coro de tres voces iguales"
,0,137,N,
,0,180,HT,"1988 Els Asfòdels, ciclo de canciones para voz y piano (1986–1988)"
,0,192,N,
,1,192,N,
,0,193,HT,"1998 Canastrell, para voz y piano"
