before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Charles Stewart (May 21, 1927 – January 20, 2017) was an American photographer best known for his portraits of jazz singers and musicians such as Louis Armstrong, Count Basie, John Coltrane, Ella Fitzgerald, and Miles Davis, as well as artists in the R&B and salsa genres."
,1,0,N,
,0,2,N,
,1,2,N,
,2,2,HT,"He received a Kodak Brownie camera as a present when he was 13 years old and used it that same day to take photos of Marian Anderson, who had come to visit his school."
,3,2,N,
,4,2,N,
,5,2,N,
,0,4,HT,"While in college, his friendship with photographer Herman Leonard helped him make connections with record companies in New York City."
,1,4,N,
,2,4,N,
,0,5,N,
,1,5,N,
,2,5,HT,"During the 1950s and 1960s he was turned down for more lucrative advertising photography when agencies said that their clients ""don't have black people down here sweeping the floors"" and would rather resign the account than accept him."
,3,5,HT,"In conjunction with Stewart's recognition with the Milt Hinton Award for Excellence in Jazz Photography, Jazz at Lincoln Center presented an exhibition titled Looking at the Music: The Jazz Photography of Chuck Stewart, which ran from November 2008 to February 2009."
,4,5,HT,"In 2014, 25 of Stewart's photographs documenting the recording of John Coltrane's A Love Supreme were inducted into the Smithsonian."
,0,7,HT,"A widowed father of three children and daughter-in-law Kim Stewart, Stewart lived in Teaneck, New Jersey from  1965 in a home furnished with carpeting and fixtures that he received from some of his photography assignments."
,1,7,HT,"Despite having a piano in his home, Stewart remarked that he himself ""couldn't play Chopsticks"", even after years of lessons."
,2,7,N,
