before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Bob Lind (born Robert Neale Lind, November 25, 1942) is an American folk music singer-lyricist, who helped define the 1960s folk rock movement in the U.S. and U.K. Lind is well known for his transatlantic hit record, ""Elusive Butterfly"", which reached number 5 on both the US and UK charts in 1966."
,1,0,N,
,0,2,HT,"Lind was born in Baltimore, Maryland."
,1,2,HT,"His parents divorced when he was five, and his mother remarried; his stepfather was in the Air Force, and the family travelled for some years before settling in Denver, Colorado."
1.0,2,2,HM,"His parents divorced when he was five, and his mother remarried; his stepfather was in the Air Force, and the family travelled for some years before settling in Denver, Colorado. He became interested in folk music while a student at Western State College in Gunnison, Colorado, and abandoned his studies to become a musician."
,0,4,HT,"In 1965, Lind signed a recording contract with Liberty Records' subsidiary, World Pacific Records, and it was on that label that he recorded ""Elusive Butterfly."""
,1,4,N,
,2,4,N,
,3,4,N,
,4,4,N,
,5,4,N,
,6,4,HT,"In 1969, Lind severed ties with World Pacific."
,7,4,HT,"Three years later, Capitol Records released Since There Were Circles, an album that was well received by critics but not commercially successful."
,8,4,HT,Lind dropped out of the music industry for a number of years.
,9,4,HT,"He was a friend of the writer Charles Bukowski, who turned him into the character ""Dinky Summers"" in his 1978 novel Women and other writings."
,10,4,HT,He has been clean and sober since July 1977.
,11,4,HT,"In 1988, he moved to Florida."
,12,4,HT,"He wrote five novels, an award-winning play, and a screenplay, Refuge, which won the Florida Screenwriters' Competition in 1991."
,13,4,HT,For eight years he was a staff writer at the supermarket tabloids Weekly World News and Sun.
13.0,14,4,HM,"For eight years he was a staff writer at the supermarket tabloids Weekly World News and Sun. He's been credited as co-creator (with photo artist Dick Kulpa) of the famous ""Bat Boy"" Weekly World News cover story."
,15,4,HT,"Lind returned to music in 2004 when, at the urging of his friend Arlo Guthrie, he played the Guthrie Center in Becket, Mass."
,16,4,N,
,0,6,N,
,1,6,HM,"A Lind recording, ""Cool Summer"" was also included on the compilation album, The Trip, compiled by Pulp's Jarvis Cocker and Steve Mackey."
,0,7,HT,"In 2009, filmmaker Paul Surratt completed a concert/documentary DVD called Bob Lind: Perspective."
,1,7,HT,"In October 2012, 41 years after the release of his last studio album, Lind issued a critically acclaimed CD of new music:"
,2,7,N,
,0,8,HT,"In November 2013, Lind was inducted into the Colorado Music Hall of Fame, along with Judy Collins, The Serendipity Singers and Chris Daniels."
,1,8,HT,"Lind was inducted into the Maryland Entertainment Hall of Fame on November 17, 2019."
,2,8,HT,"In July 2016, Ace Records released a new album of new songs, entitled Magellan Was Wrong."
,3,8,N,
,4,8,N,
,0,13,HT,Bob Lind: Perspective – Research Video (2009)
