before,after,paragraphIndex,annotation,sentences
,0,2,HT,"Most recently, Sam Barry collaborated with Ellen Harper, coauthoring her memoir: Always a Song: Singers, Songwriters, Sinners & Saints: My Story of the Folk Music Revival, with a foreword by Harper's son Ben Harper."
,1,2,N,
,2,2,N,
,3,2,N,
,4,2,HT,The Tough Love You Need to Get Published Now with his late wife Kathi Kamen Goldmark.
,5,2,N,
,6,2,HT,"Goldmark died of triple negative breast cancer on May 24, 2012."
,7,2,HT,"In 2014, Barry oversaw the posthumous publication of Goldmark's novel Her Wild Oats (Untreed Reads Publications)."
,8,2,N,
,9,2,N,
,10,2,HT,"For many years he wrote the Author Enabler column for the national book review publication BookPage, offering information and encouragement to aspiring authors."
,11,2,HT,"He has previously worked for the San Francisco-based imprint of HarperCollins Publishers, HarperOne."
,12,2,N,
,13,2,N,
,14,2,HT,"During the 2020 pandemic Sam joined his Rock Bottom Remainders bandmates and recorded the song ""(Don't)"
,15,2,N,
,16,2,N,
,0,5,HT,"Barry was born in Armonk, New York as the fourth child of David and Marion Barry."
,1,5,N,
,2,5,N,
,3,5,HT,Barry earned a Bachelor of Arts degree in English from the State University of New York at Purchase in 1981 and a Master of Divinity from the San Francisco Theological Seminary in 1993.
,0,7,HT,Sam Barry is a musician and author in the San Francisco Bay Area.
,1,7,HT,"He also plays with the Rock Bottom Remainders, an all-author rock band founded by Goldmark in 1992."
,2,7,N,
,3,7,N,
,4,7,HT,"Barry is the author of How to Play the Harmonica and Other Life Lessons (2009, Gibbs Smith)."
,5,7,N,
,6,7,HT,"The Tough Love You Need to Get Published Now (Adams Media, 2010) with his late wife, Kathi Kamen Goldmark."
,7,7,HT,"Following Goldmark's death in 2012, Barry edited and contributed to the book Hard Listening: The Greatest Rock Band (of Authors)"
,8,7,HT,"Ever Tells All (2012, Coliloquy), which tells the story of the band founded by Goldmark, the Rock Bottom Remainders."
,9,7,HT,"In 2014 Barry published Goldmark's novel Her Wild Oats (2014, Untreed Reads)."
,10,7,HT,"Barry is the co-creator with Jennifer Lou of the humor website The Hilario www.thehilario.com  Until late 2017, he was the director of the Path to Publishing program at the well-known independent bookstore Book Passage."
,0,10,N,
,1,10,HT,"The Tough Love You Need to Get Published Now (Adams Media, May 2010), co-author Kathi Kamen Goldmark"
,0,11,N,
,1,11,HT,"Tells All (Coliloquy, 2013), editor and co-author with Mitch Albom, Dave Barry, Roy Blount Jr., Matt Groening, Ted Habte-Gabr, Greg Iles, Stephen King, James McBride, Roger McGuinn, Ridley Pearson, Amy Tan & Scott Turow."
,0,12,HT,"Always a Song: Singers, Songwriters, Sinners & Saints: My Story of the Folk Music Revival  (Chronicle Books, January 2021), co-author Ellen Harper"
