before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Martha Carson (March 19, 1921 – December 16, 2004), born Irene Amburgey, was an American gospel-country music singer most popular during the 1950s."
,0,3,HT,"Amburgey was born in Neon, Kentucky (since absorbed into Fleming-Neon)."
,1,3,HM,She and her two sisters were spotted by radio barn-dance impresario John Lair and invited to join the cast of the WSB Barn Dance in Atlanta in 1938.
,2,3,N,
,3,3,HT,"After Amburgey left the group and teamed with her husband, mandolin player James Carson, in the 1940s, the stage name stuck and she became Martha Carson."
,4,3,N,
,5,3,HM,"By the time of her divorce from James Carson in 1950, Martha had begun making solo appearances on Knoxville's WNOX radio."
,6,3,HT,"However, she couldn't record because the Barn Dance Sweethearts' label, Capitol, had them contracted through 1957 and refused to let her go solo, instead trying to pair her up with other male singers."
,7,3,N,
,0,5,HT,Things began to change after Carson met Fred Rose in Nashville.
,1,5,HT,"He helped convince Capitol to let her record alone, and in 1951 she made her solo-single debut with ""Satisfied"", a gospel song she had written in response to audience disapproval over her divorce."
,2,5,N,
,3,5,HT,"The song featured backup by Carlisle, Chet Atkins, and Carson's sister, Opal, now known as Jean Chapel."
,4,5,HT,"Although the song was not a hit at first, it gained momentum continuously over the next several years."
,5,5,N,
,6,5,N,
,7,5,HT,"In 1954, she married her second husband, Xavier Cosse, a pop music promoter."
,8,5,HT,"Thanks in part to her husband, Carson was able to acquire a recording contract with RCA Victor in 1955, for whom she released her first studio album that same year."
,0,6,HT,"By 1955, Carson was living and recording all her work in New York."
,1,6,N,
,2,6,HT,"After signing with the William Morris Agency in 1957, Carson and Crosse became full-time residents of New York, and she gained national exposure by appearing on The Steve Allen Show."
,3,6,N,
,4,6,HT,"It was a successful move for a time, but by the late 1950s, her star began to wane."
,0,8,HT,"She remained in the music scene during the later 1960s and 70s, writing and performing in Tennessee, but she did not record again until the Starday/Gusto company approached her in 1977, asking her to re-record some of her songs for a Greatest Hits album."
,1,8,HT,"Carson agreed, and also recorded some of the new songs she had recently written."
,2,8,HT,"In the late 1970s, with her two sons grown, she began to devote more time to her love of music, playing many areas of the southern states."
,3,8,N,
,4,8,N,
,5,8,HT,"Goes the Country and Nashville Now, and one of her songs was featured on an episode of the TV series Fame in 1983."
,6,8,N,
,7,8,HT,She went into retirement to care for him until his death in November 1990.
,8,8,HT,"In 2001, Carson's 80th birthday party was attended by many country singers including Melba Montgomery, Sonny James, Kitty Wells and Stonewall Jackson."
,9,8,HT,"On December 16, 2004, Carson died at age 83."
