before,after,paragraphIndex,annotation,sentences
,0,0,N,
,1,0,HT,"Members included See Divine the Mastermind and Just Allah the Superstar (now known as JazzyJust the Superstar), among others."
,0,2,N,
,1,2,HT,"The group rose to international prominence when punk impresario Malcolm McLaren recruited See Devine and Just Allah, and samples of their radio show for his surprise hip hop hit, 1982's ""Buffalo Gals"", and the full album follow-up, Duck Rock (1983)."
,2,2,N,
,3,2,N,
,4,2,N,
,5,2,N,
,0,5,HT,Would Ya Like More Scratchin (1984) (with Malcolm McLaren)
,0,7,N,
,1,7,N,
,2,7,HT,(1990) (with Malcolm McLaren)
