before,after,paragraphIndex,annotation,sentences
,0,0,HT,Charulatha Mani (born 21 January 1981) is an Indian-born Australian Carnatic and playback singer.
,1,0,HT,She has been performing Carnatic concerts since 1999.
,2,0,N,
,3,0,HT,"Charulatha has appeared in numerous TV shows and radio programmes, in India, and overseas."
,4,0,N,
,5,0,N,
,6,0,HT,"She recently received her PhD from the prestigious Queensland Conservatorium Griffith University, Brisbane, Australia, on Hybridising carnatic Music and Early Opera."
,7,0,N,
,8,0,N,
,9,0,N,
,10,0,N,
,0,2,HT,Charulatha Mani is a leading Carnatic music vocalist and has a huge fan following in India and abroad.
,1,2,HT,"Gifted with a rich, melodious voice, and amazing creativity she has a vast repertoire of compositions of various genres, and this has made her one of the most popular and renowned artistes of today."
,2,2,N,
,3,2,HT,"She regularly performs all over the globe, and has won several prestigious awards including the Yuva Kala Bharati from Bharat Kalachar, the Isai Kurasil from New Delhi and M S Subbulakshmi Endowment Award from Narada Gana Sabha, Chennai, Best Ragam Tanam Pallavi award from Krishna Gana Sabha."
,4,2,N,
,5,2,HT,"She holds a bachelor's degree in mechanical engineering from College of Engineering Guindy, Anna University-Chennai."
,6,2,N,
,7,2,N,
,8,2,N,
,9,2,HT,Her raga segment presentations for Jaya TV started off the Isai Payanam trend which she later carried over to live performances.
,10,2,N,
,11,2,N,
,0,5,N,
,0,6,N,
,0,7,N,
,0,9,HT,Charulatha Mani has performed in all major sabhas in Chennai and all over India.
,1,9,HT,"She has toured London, Canada, Australia, Singapore, the United States, Sri Lanka, and Europe."
,0,10,HT,"She has been awarded the 'Woman Achievers Award' (2009), M.S. Subbulakshmi Endowment Award from Narada Gana Sabha (2008), Yuva Kala Bharathi from Bharat Kalachar in 2005, and Best Young Vocalist awards from Narada Gana Sabha (2003), Sri Parthasarathy Swami Sabha (2003), SAFE (2002), and Ragam Tanam Pallavi Award from Sri Krishna Gana Sabha (2002)."
,1,10,N,
,0,11,N,
,1,11,HT,"She is currently presenting Isai Cafe on Raj TV, and Isai Payanam on Jaya TV, which presents ragas in Carnatic and Film music."
,0,13,N,
,1,13,N,
,0,15,HT,"2018 - Thanthai in Nadigaiyar Thilagam and Sada Nannu in Mahanati, music director: Mickey J Meyer, Produced by Aswani Dutt, Priyanka Dutt and Swapna Dutt"
,0,16,HT,"2013 - Thirumanam Ennum Nikkah, music director: M Ghibran, produced by Aascar Ravichandran"
,0,17,HT,"2013 - Chennai Express, music director: Vishal–Shekhar, produced by Red Chillies Entertainment"
,0,18,HT,"2012 - Chikki Mukki, music director: Gowtham, produced by Senthil Kumar"
,0,19,HT,"2012 - Maattrraan, music director: Harris Jayaraj, produced by AGS Entertainment"
,0,20,HT,"2012 - Thalattu Padalgal - Lullabies (Audio CD), Super Audio"
,0,21,HT,"2011 - Velayutham, music director: Vijay Antony, produced by Aascar Films"
,0,22,HT,"2011 - Ayudha Porattam, music director: Nandhan Raj, produced by Jai Balaji Movie Makers"
,0,23,HT,"2011 - Pasakara Nanbargal, music director: Dhina, produced by G. M Balaji"
,0,24,HT,"2011 - Suttum Vizhi Sudare, music director: Aravind Sriram, produced by Hemalatha T., New Music"
,0,25,HT,"2010 - Oru Koodai Mutham, music director: Shanthan, produced by Nalla Charan Reddy, Junglee Music"
,0,26,HT,"2010 - Veluthu Kattu, music director: Bharani, produced by S.A. Chandrasekaran"
,0,28,N,
,0,29,HT,"2009 - Vettaikkaaran, music director: Vijay Antony, produced by Sun Pictures"
,0,30,HT,"2009 - Aaravadhu Vanam, music director: Haribabu, produced by Mpg Films International"
,0,31,HT,"2009 - Kaadalan Kaadali, music director: Nandhan Raj, produced by Jai Balaji Moviemakers"
,0,32,HT,"2009 - Thanthiran, music director: V. Thasi, produced by Vijayalakshmi Ramamoorthi"
,0,33,HT,"2008 - Budhivanta, music director: Vijay Antony, produced by SV Rajendra Singh Babu"
,0,36,HT,"2007 - Naan Avanillai, music director: Vijay Antony, produced by Japak Package Ltd."
,0,38,HT,"2006 - Hiranmayim - Songs on Devi (Audio CD), Kosmic Music"
,0,39,N,
,0,40,HT,"2005 - Madrasil Margazhi (Audio CD), Rajalakshmi Audio"
,0,42,HT,"2004 - Melakartha Ragas - Listen & Learn (Audio CD), Giri Trading Agency Pvt Ltd"
,0,47,HT,"2001 - Nandha, music director:"
,1,47,N,
