before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Clodagh Simonds ( KLOH-də; born 16 May 1953) is an Irish musician, songwriter and singer."
,1,0,HT,"She was born in Banbridge, County Down, Northern Ireland and raised and educated in Killiney, County Dublin."
,0,2,N,
,1,2,HT,"They released their first single, ""Feelin' High"", on SNB Records in 1968, when she was 15."
,2,2,N,
,3,2,N,
,4,2,HT,"Between 1972 and 1975, she guested on Thin Lizzy's second album, Shades of a Blue Orphanage, and two Mike Oldfield albums: Hergest Ridge and Ommadawn, helping Oldfield to coin the title of the latter."
,5,2,HT,"She also appears on Oldfield's Amarok album, his 1990 spiritual sequel to Ommadawn."
,6,2,HM,"Between 1976 and 1986, she lived in New York where she worked in a band with Carter Burwell and Stephen Bray, as well as writing music for two theatre productions at La MaMa ETC, and occasionally working for Virgin Records."
,7,2,N,
,8,2,HT,"In 1992, Simonds relocated from London to West Cork to focus on writing music."
,9,2,HT,"In 1996, her mini-album Six Elementary Songs was produced by Tom Newman and released on the Tokyo-based label Evangel Records."
,10,2,N,
,11,2,N,
,0,3,N,
,1,3,HT,"One of Simonds' songs, ""Silversong"", was covered by All About Eve in 1988, and another, ""Poet and the Witch"", was covered by Stephen Malkmus in 1998."
,2,3,HT,"In 1999, she sang a version of the Syd Barrett/James Joyce song ""Golden Hair"" for Russell Mills' album Pearl & Umbra."
,3,3,HT,"Between 2005 and 2007, under the name Fovea Hex, she released 3 EPs, collectively entitled Neither Speak Nor Remain Silent, featuring Michael Begg, Carter Burwell, John Contreras, Roger Doyle, Brian Eno, Roger Eno, Robert Fripp, Percy Jones, Cora Venus Lunny, Dónal Lunny, Andrew M. McKenzie of The Hafler Trio, Sarah McQuaid, Hugh O'Neill, Colin Potter of Nurse with Wound, Geoff Sample, Lydia Sasse, Laura Sheeran, and Steven Wilson."
,4,3,N,
,5,3,N,
,6,3,HT,"In May 2007, Fovea Hex performed at the invitation of David Lynch at the Fondation Cartier in Paris, as part of his The Air Is on Fire retrospective exhibition."
,7,3,N,
,0,4,HT,Clodagh Simonds presently lives in Dublin.
,0,16,HT,"Mellow Candle –  ""Dan The Wing""/""Silversong"" (Deram, 1971)"
,0,17,HT,"Fovea Hex & Andrew Liles – ""Gone""/""Every Evening"" (Die Stadt, 2007)"
,0,19,N,
,0,20,HT,Mike Oldfield – Hergest Ridge (vocals)
,0,21,N,
,0,22,N,
,0,23,N,
,0,25,N,
,0,26,N,
,0,27,N,
,0,28,N,
,0,30,N,
,0,31,HT,"Thinguma*jigsaw – Misery Together (piano on track: ""Folkgore / Dulce Et Decorum Est Pro Pornografica Mori"") (2012)"
