before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Rahul Suntah (born June 6, 1997) is a Mauritian composer, music producer and pianist currently based in England."
,1,0,N,
,0,2,N,
,1,2,HT,Suntah got his Bachelor's Degree in Audio and Music Technology in 2019 and his Master's Degree in Composition for Film and Television in 2021.
,0,4,N,
,1,4,HT,"After finishing high school, Suntah decided to pursue his studies in Audio and Music Technology at the University of the West of England in Bristol, graduating in July 2019 with focus in composition, production and sound engineering."
,2,4,HT,During his time at university he was among the winners of the annual UWE Bristol Talent Show in 2019.
,3,4,HT,"In February 2020, Suntah independently released his debut EP entitled Piano Stories."
,4,4,HT,"In August 2020, Suntah was among the finalists of the Mauritian talent show Zenes Montre To Talan depi Lakaz."
,5,4,HT,"In early 2021, Suntah was featured several times on BBC Music Introducing talking about his original composition Paradise Island, and was once interviewed for his cover of Queen's Bohemian Rhapsody on BBC Radio Bristol."
,6,4,N,
,7,4,HT,"Passionate about cinematography and film music, Suntah pursued a Master's Degree in Film Scoring on scholarship at the University of Bristol, graduating in 2021."
,8,4,HT,Suntah was featured on the british piano magazine Pianist Magazine in May 2021.
,9,4,HT,His cover of Gorillaz's Feel Good Inc. was featured on America's viral video show Right This Minute and BBC Radio Bristol's website in October 2021.
,10,4,HT,"His album Cinematic Wonders was released on December 19, 2021 featuring a compilation of original music written for screen media."
,11,4,HT,His track Paradise Island was listed among the top tracks of 2021 on BBC Music Introducing in January 2022.
,0,6,N,
,1,6,N,
,0,9,HT,"Paradise Island, Rahul Suntah"
,0,10,N,
,0,12,HT,"Fly me to the Moon, Frank Sinatra"
,0,13,HT,"Blinding Lights, The Weeknd"
,0,17,N,
,0,18,N,
,0,19,N,
,0,20,N,
