before,after,paragraphIndex,annotation,sentences
,0,0,HT,"John Anthony White (né Gillis; born July 9, 1975) is an American singer, songwriter, multi-instrumentalist and producer."
,1,0,N,
,2,0,HT,White has enjoyed consistent critical and popular success and is widely credited as one of the key artists in the garage rock revival of the 2000s.
,3,0,N,
,4,0,HT,"Rolling Stone ranked him number 70 on its 2010 list of ""The 100 Greatest Guitarists of All Time""."
,5,0,HT,David Fricke's 2010 list ranked him at number 17.
,6,0,HM,"After moonlighting in several underground Detroit bands as a drummer, White founded the White Stripes with fellow Detroit native and then-wife Meg White in 1997."
,7,0,N,
,8,0,N,
,9,0,HT,"In 2005, White founded The Raconteurs with Brendan Benson, and in 2009 founded The Dead Weather with Alison Mosshart of The Kills."
,10,0,HT,"In 2008, he recorded ""Another Way to Die"" (the title song for the 2008 James Bond film Quantum of Solace) with Alicia Keys, making them the only duet to perform a Bond song."
,11,0,HT,"White has released three solo studio albums: Blunderbuss (2012), Lazaretto (2014), and Boarding House Reach (2018), all of which have garnered wide critical and commercial success."
,0,1,N,
,1,1,N,
,2,1,HT,Lazaretto holds the record for most first-week vinyl sales since 1991.
,3,1,N,
,4,1,N,
,0,2,N,
,1,2,HT,"He and Meg White married in 1996, but divorced in 2000 before the height of the band's fame."
,2,2,N,
,3,2,HT,He was later married to model and singer Karen Elson from 2005 to 2013; they have a son and daughter.
,4,2,HT,"He currently resides in Nashville, Tennessee."
,0,4,HM,"John Anthony Gillis was born in Detroit, Michigan, on July 9, 1975, the youngest of ten children of Teresa (née Bandyk; born 1930) and Gorman M. Gillis."
,1,4,N,
,2,4,N,
,3,4,HT,"Gillis became an altar boy, which landed him an uncredited role in the 1987 movie The Rosary Murders, filmed mainly at Holy Redeemer parish in southwest Detroit."
3.0,4,4,HM,"Gillis became an altar boy, which landed him an uncredited role in the 1987 movie The Rosary Murders, filmed mainly at Holy Redeemer parish in southwest Detroit. He attended Cass Technical High School in Detroit."
,5,4,N,
,6,4,N,
,7,4,HT,"As a ""shorthaired [teenager] with braces"", Gillis began listening to the blues and 1960s rock that would influence him in the White Stripes, with Son House and Blind Willie McTell being among his favorite blues guitarists."
,8,4,N,
,9,4,N,
,10,4,HT,"In 2005, on 60 Minutes, he told Mike Wallace that his life could have turned out differently."
,11,4,HT,"""I'd got accepted to a seminary in Wisconsin, and I was gonna become a priest, but at the last second I thought, 'I'll just go to public school.'"
,12,4,N,
,13,4,N,
,14,4,N,
,15,4,N,
,16,4,N,
,17,4,N,
,18,4,N,
,19,4,N,
,20,4,N,
,21,4,N,
,22,4,N,
,23,4,N,
,24,4,N,
,0,6,N,
,1,6,N,
,0,7,HT,"At 19 years old, Jack had landed his first professional gig as the drummer for the Detroit band Goober & the Peas, and was still in that position when the band broke up in 1996."
0.0,1,7,HM,"At 19 years old, Jack had landed his first professional gig as the drummer for the Detroit band Goober & the Peas, and was still in that position when the band broke up in 1996. It was in this band that he learned about touring and performing onstage."
,2,7,HT,"After the band's split, he settled into working as an upholsterer by day while moonlighting in local bands, as well as performing solo shows."
,3,7,HT,"Though a bartender by trade, Meg began to learn to play the drums in 1997 and, according to Jack, ""When she started to play drums with me, just on a lark, it felt liberating and refreshing."""
,4,7,N,
,5,7,N,
,6,7,N,
,7,7,N,
,8,7,N,
,9,7,HT,"In 1998, the White Stripes were signed to Italy Records—a small and independent Detroit-based garage punk label—by Dave Buick."
,10,7,N,
,11,7,N,
,0,8,HT,"In 2001, the band released White Blood Cells."
,1,8,HT,"The album's stripped-down garage rock sound drew critical acclaim in the US and beyond, making the White Stripes one of the more acclaimed bands of 2002, and forefront figures in the garage band revival of the time."
,2,8,HT,"John Peel, an influential DJ and the band's early advocate in the UK, said they were the most exciting thing he'd heard since Jimi Hendrix."
,3,8,N,
,4,8,N,
,5,8,N,
,6,8,HT,"The album's first single, ""Seven Nation Army"", became the band's signature song, reaching number one on the Billboard Modern Rock Tracks chart for three weeks, winning the 2004 Grammy Award for Best Rock Song, and becoming an international sporting and protest anthem."
,7,8,N,
,8,8,HT,"The band's sixth album, Icky Thump, was released in 2007, and unlike their previous lo-fi albums, it was recorded in Nashville at Blackbird Studio."
,9,8,N,
,10,8,N,
,11,8,N,
,12,8,N,
,13,8,HT,"However, later that year, the band announced the cancellation of 18 tour dates due to Meg's struggle with acute anxiety."
,14,8,HT,"A few days later, the duo cancelled the remainder of their 2007 UK tour dates as well."
,15,8,HT,"White worked with other artists in the meantime, but revealed the band's plan to release a seventh album by the summer of 2009."
,16,8,HT,"On February 20, 2009—and on the final episode of Late Night with Conan O'Brien—the band made their first live appearance after the cancellation of the tour, and a documentary about their Canadian tour—titled The White Stripes: Under Great White Northern Lights—debuted later that year at the Toronto International Film Festival."
,17,8,HT,"However, almost two years passed with no new releases, and on February 2, 2011, the band reported on their official website that they were disbanding."
,18,8,N,
,0,10,HT,"In 2005, while collaborating with Brendan Benson—a fellow Michigan native whom White had worked with before—they composed a song called ""Steady, as She Goes""."
,1,10,N,
,2,10,HT,"The musicians met in Benson's home studio in Detroit and, for the remainder of the year, they recorded when time allowed."
,3,10,N,
,4,10,N,
,5,10,N,
,6,10,N,
,7,10,N,
,8,10,N,
,9,10,N,
,10,10,N,
,0,12,N,
,1,12,N,
,2,12,HT,"The chemistry between the two artists led them to collaborate, and in early 2009, White formed a new group called the Dead Weather."
,3,12,N,
,4,12,N,
,5,12,HT,"It came out on July 13, 2009 in Europe and July 14, 2009 in North America on White's Third Man Records label."
,6,12,HT,"In October 2009, Mosshart confirmed that the second album was ""halfway done"", and the first single, ""Die by the Drop"", was released on March 30, 2010."
,7,12,N,
,8,12,N,
,0,14,N,
,1,14,N,
,2,14,N,
,0,15,HT,"Rumors began to circulate in 2003 that White had collaborated with Electric Six for their song ""Danger!"
,1,15,N,
,2,15,N,
,3,15,N,
,4,15,HT,"White worked with Loretta Lynn on her 2004 album Van Lear Rose, which he produced and performed on."
,5,15,N,
,6,15,HT,"In 2008, White collaborated with Alicia Keys on the song ""Another Way to Die"", the theme song for the James Bond film Quantum of Solace."
,7,15,HT,"In 2009, Jack White was featured in It Might Get Loud, a film in which he, Jimmy Page, and The Edge come together to discuss the electric guitar and each artist's different playing methods."
,8,15,HT,"White's first solo single, ""Fly Farm Blues"", was written and recorded in 10 minutes during the filming of the movie that August."
,9,15,N,
,10,15,HT,"In November 2010, producer Danger Mouse announced that White—along with Norah Jones—had been recruited for his collaboration with Daniele Luppi entitled Rome."
,11,15,N,
,12,15,HT,"White finished and performed the song ""You Know That I Know"", and it was featured on The Lost Notebooks of Hank Williams, released on October 4, 2011."
,13,15,HT,"In that same year, he produced and played on Wanda Jackson's album The Party Ain't Over."
,14,15,N,
,15,15,N,
,16,15,N,
,0,16,HT,"On January 30, 2012, White released ""Love Interruption"" as the first single off his debut, self-produced solo album, Blunderbuss, which was released on April 24, 2012."
,1,16,N,
,2,16,N,
,3,16,N,
,4,16,N,
,5,16,N,
,6,16,N,
,7,16,N,
,8,16,N,
,9,16,HT,"On April 1, 2014, White announced his second solo album, Lazaretto, inspired by plays and poetry he had written as a teen."
,10,16,N,
,11,16,HT,"The album debuted at number one on the Billboard 200 chart and, in a personal triumph for White, broke the record for the largest sales week for a vinyl album since SoundScan began tracking sales in 1991."
,12,16,N,
,13,16,N,
