before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Josh White Jr. is a Grammy Award-nominated recording artist who faithfully upheld the musical traditions of his father, the late bluesman Josh White."
,0,2,HT,"At the age of four, Josh White Jr. made his professional debut alongside his father at the Café Society in New York City."
,1,2,HT,"In 1949, he co-starred with the elder White on Broadway in ""How Long Til Summer?"""
,2,2,N,
,3,2,HT,"In 1956, Josh White Jr. made his solo recording debut on Decca with ""See Saw,"" co-written with Marvin Hamlisch."
,4,2,N,
,5,2,HT,"In the 1960s, White became a popular attraction in the college tour circuit, while continuing to record."
,6,2,HT,"In 1979, he headlined at concert special for PBS and starred in a stage biography of his father a few years later."
,7,2,HT,"He received a Grammy nomination in 1987 for Jazz, Ballads and Blues, another tribute to his father."
,8,2,N,
,9,2,HT,"One of his most recent albums was Tuning for the Blues, a collection of folk tunes, which was released in 2011."
