before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Madison Elle Beer (born March 5, 1999) is an American singer and songwriter."
,1,0,HT,"Born in New York, she began posting covers to YouTube in early 2012."
,2,0,N,
,3,0,HT,"She released her debut single, ""Melodies"", in 2013."
,0,3,HT,"Madison Elle Beer was born in Jericho, New York, on March 5, 1999."
,1,3,N,
,2,3,HT,Beer appeared on the cover of Child Magazine after winning a modeling competition at 4 years old.
,3,3,N,
,4,3,HT,"Her family is Jewish, and she celebrated her Bat Mitzvah in 2012."
,0,6,N,
,1,6,N,
,2,6,N,
,3,6,N,
,4,6,N,
,5,6,HT,"In February 2013, Cody Simpson re-released his song ""Valentine"" with Beer, which was played on Radio Disney, but was never officially released."
,6,6,HT,"On September 12, 2013, Beer released her debut single and music video called ""Melodies"" which was written by Peter Kelleher, Ben Kohn, Thomas Barnes and Ina Wroldsen."
,7,6,N,
,0,7,N,
,1,7,HT,"I'm making sure I'm happy with all of the songs, because if I am not happy with them, I can't expect anyone else to be, you know?"""
,2,7,N,
,0,8,N,
,1,8,HT,"The song was released on June 17, 2014, and was written by Jessica Ashley, Evan Bogart, Heather Jeanette Miley, Matt Schwartz, Emanuel Kiriakou and Andrew Goldstein and was produced by the latter two."
,2,8,N,
,3,8,N,
,4,8,N,
,5,8,N,
,0,9,N,
,1,9,N,
,2,9,HT,"The same month, she walked the runway for Dolce & Gabbana Fall 2017 show at Milan Fashion Week."
,3,9,N,
,4,9,N,
,5,9,HT,"Beer then released ""Say It to My Face"" as the second single from the EP on November 3, 2017."
,6,9,N,
,7,9,N,
,8,9,HT,"In August 2018, the song peaked at number #21 on the Billboard Mainstream Top 40 chart, making her the only female solo artist on the charts without a major music label."
,9,9,HT,"She made her official festival debut at Lollapalooza on August 2, 2018, in Chicago."
,10,9,N,
,11,9,N,
,12,9,N,
,13,9,N,
,14,9,HT,"On November 9, 2018, Beer released ""Hurts Like Hell"" featuring American rapper Offset."
,0,11,HT,"Beer was featured on ""All Day and Night"" by DJs Jax Jones and Martin Solveig under their alias Europa."
,1,11,N,
,2,11,HT,"On May 17, 2019, Beer released the single ""Dear Society""."
,3,11,N,
,4,11,HT,"On August 9, 2019, Beer announced on her Instagram account that she had signed with Epic Records."
,5,11,HT,"In January 2020, she released ""Good in Goodbye"" as the lead single from her debut studio album, Life Support."
,6,11,N,
,7,11,N,
,8,11,HT,"She released the third single from the album, ""Baby"", on August 21, 2020 alongside the music video."
,9,11,HT,"In September 2020, cosmetics brand Morphe launched a collection with Beer called Morphe x Madison Beer."
,10,11,HT,"On October, she reprised her role in K/DA as Evelynn and was featured on two tracks for the EP All Out: ""More"" along with the original lineup and Lexie Liu, and also ""Villain"" which also features German singer Kim Petras."
,11,11,N,
,12,11,N,
,13,11,HT,Beer was announced as Vevo's new LIFT artist in December 2020.
,14,11,N,
,15,11,N,
,16,11,N,
,17,11,N,
,18,11,N,
,19,11,HT,"Riff Magazine's Mike DeWald gave the album a 8/10, saying ""It may have been years in the making, but Madison Beer’s first album is worth the wait for pop fans."
,20,11,HT,"""On February 26, 2021, Beer confirmed in an interview with the Zach Sang Show that she had already started working on the follow-up to Life Support, saying ""We have seven songs on the second album already, and we had four days of a writing camp."""
,21,11,HT,"She also stated that she plans to release the second album by the end of 2021, aiming to do two albums in one year."
,22,11,HT,"She released the song ""Reckless"" on June 3, 2021 intended as the lead single of her second studio album."
,23,11,N,
,0,13,N,
,1,13,N,
,2,13,N,
,0,15,HT,"In 2016, Beer discussed her sexuality in a YouNow chat, stating, ""I'm not a lesbian, but I definitely love girls,"" and that she has been in love with a woman in the past."
,1,15,HT,"She addressed her sexuality again in a March 2020 TikTok livestream, stating that she is bisexual: ""'Are you bi?'"
,2,15,HT,"Yeah, I came out like, 4, 3 years ago I'd say."
,3,15,N,
,4,15,N,
,5,15,N,
,6,15,N,
,7,15,HT,"""Beer was in a relationship with Jack Gilinsky of Jack & Jack from 2015 to 2017."
,8,15,N,
,9,15,HT,She was in an on-and-off relationship with Zack Bia from late 2017 to early 2019.
,10,15,N,
,11,15,N,
,12,15,HT,Beer currently resides in Los Angeles.
