before,after,paragraphIndex,annotation,sentences
,0,1,N,
,1,1,N,
,2,1,N,
,3,1,N,
,4,1,HT,He started work in a trio with Aldo Romano in 1972.
,5,1,HT,"By the 1980s, he was in John Lewis's quartet."
,6,1,N,
,7,1,HT,"In his forties, he signed with the French division of Verve Records."
,0,4,HT,"From 1969 to 1971, he was a member of the Aimé Barelli band."
,1,4,HT,"In Paris, he joined the trio of Eddy Louiss Bernard Lubat, and Aldo Romano."
,2,4,N,
,3,4,HT,"In 1976, l'Académie du Jazz awarded him the Prix Django Reinhardt."
,4,4,N,
,5,4,N,
,6,4,HT,"In 1978, he performed at the Festival de Nice with John Lewis, Bill Evans, Stan Getz, Freddie Hubbard, Philly Joe Jones, Lee Konitz, and Shelly Manne."
,7,4,HT,"The same year, he began a tradition of participating in the annual Festival de Samois, a tribute to Reinhardt."
,8,4,HT,"He performed in the Festival de Dakar in 1979 with the trio of René Urtreger, Pierre Michelot, and Daniel Humair."
,9,4,HT,Escoudé toured in a duo with guitarist John McLaughlin during 1980.
,10,4,HT,The following year he joined the big band of Martial Solal and in 1982 performed in a quartet with Shelly Manne.
,11,4,HT,"In 1983, he played in duo again, this time with Didier Lockwood."
,12,4,N,
,13,4,N,
,14,4,HT,"Then he played in quartet in 1988 with Jean-Michel Pilc, François Moutin and Louis Moutin."
,15,4,HT,"In 1989, he created an octet, half of them guitarists: Paul Challain Ferret, Jimmy Gourley, Frédéric Sylvestre, and himself."
,16,4,N,
,0,6,HM,"In 1990, Escoudé played at the Village Vanguard in New York City with Pierre Michelot, Hank Jones, and Kenny Washington."
,1,6,HT,The following year he recorded an album of compositions by Django Reinhardt while supported by a string orchestra.
,2,6,HT,"In 1998 he recorded A Suite for Gypsies, a jazz fusion album."
,3,6,HT,"On the fiftieth anniversary of Reinhardt's death in 2003, he formed a big band of seventeen musicians."
,4,6,HT,In 2004 Escoudé organized the New Gypsy Trio with David Reinhardt (another relative of Django) and Martin Taylor (or Jean-Baptiste Laya).
,5,6,HT,"The next year, he released the album Ma Ya."
,6,6,N,
,7,6,HM,"In 2012, he released the album Christian Escoudé joue Brassens: Au bois de mon cœur, a tribute to French poet and musician Georges Brassens."
7.0,8,6,HM,"In 2012, he released the album Christian Escoudé joue Brassens: Au bois de mon cœur, a tribute to French poet and musician Georges Brassens. Escoudé plays the compositions of Brassens with bassist Pierre Boussaguet and drummer Anne Paceo, with guests violinist Fiona Monbet, clarinetist Andre Villeger, Gypsy jazz guitarist Biréli Lagrène and 11-year-old Gypsy guitarist Swan Berger."
,0,10,HT,"Christian Escoude & Alby Cullaz (Red, 1979)"
,0,15,HT,"Christian Escoude Group Featuring Toots Thielemans (JMS, 1983)"
,0,18,HT,"Plays Django Reinhardt (EmArcy/Gitanes, 1991)"
,0,20,N,
,0,24,HT,"Charentes (Elabeth, 2001)"
,0,25,N,
,0,27,N,
,0,34,HT,"Louis Chedid, Ces Mots Sont Pour Toi (Philips, 1992)"
,0,35,HT,"Jean Corti, Couka Mon (Slip, 2001)"
,0,36,HT,"Michel Graillier, Libra (Musica, 1978)"
,0,37,HT,"Charlie Haden, Gitane (All Life, 1979)"
,0,38,N,
,0,39,HT,"John Lewis, Mirjana (Ahead, 1978)"
,0,40,HT,"John Lewis, Midnight in Paris (Emarcy 1988)"
,0,41,HT,"Guy Marchand, NostalGitan (Virgin, BRJ/EMI, 1998)"
,0,42,HT,"Florin Niculescu, Plays Stephane Grappelli (Blujazz, 2008)"
,0,43,HT,"Michel Portal, L'ombre Rouge (Saravah, 1981)"
,0,44,N,
,0,45,HT,"Martial Solal, Martial Solal Big Band (Gaumont, 1981)"
,0,46,HT,"Rene Urtreger, Niels-Henning Orsted Pedersen, Masters (Carlyne, 1987)"
,0,47,HT,"Mike Zwerin, Not Much Noise (Spotlite, 1979)"
