before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Paul Laurence Dunbar Chambers Jr. (April 22, 1935 – January 4, 1969) was an American jazz double bassist."
,1,0,HT,"A fixture of rhythm sections during the 1950s and 1960s, his importance in the development of jazz bass can be measured not only by the extent of his work in this short period, but also by his impeccable timekeeping and virtuosic improvisations."
,2,0,N,
,3,0,HT,"Chambers recorded about a dozen albums as a leader or co-leader, and over 100 more as a sideman, especially as the anchor of trumpeter Miles Davis's ""first great quintet"" (1955–63) and with pianist Wynton Kelly (1963–68)."
,0,2,HT,"Born in Pittsburgh, Pennsylvania on April 22, 1935, to Paul Lawrence Chambers and Margaret Echos."
,1,2,N,
,2,2,N,
,3,2,N,
,0,5,HT,Chambers became a string bassist around 1949.
,1,5,HT,"His formal bass training began in earnest in 1952, when he began taking lessons with a bassist of the Detroit Symphony Orchestra."
,2,5,N,
,3,5,HT,"He studied at Cass Technical High School intermittently from 1952 to 1955, and played in Cass' symphony, and in various other student groups, in one of which he played baritone saxophone."
,0,6,HT,"When he left for New York City at the invitation of tenor saxophonist Paul Quinichette, he had a working knowledge of many instruments."
,0,7,HT,"Jazz bass players were largely limited to timekeeping with drums, until Duke Ellington's bassist Jimmy Blanton began a transformation in the instrument's role at the end of the 1930s."
,1,7,HT,"Chambers was about 15 years old when he started to listen to Charlie Parker and Bud Powell, his first jazz influences."
,2,7,N,
,3,7,N,
,0,8,N,
,1,8,N,
,0,9,HT,"From 1954 on through 1955, he gained significance touring with such musicians as Bennie Green, Quinichette, George Wallington, J. J. Johnson and Kai Winding."
,1,9,HT,In 1955 he joined the Miles Davis quintet and stayed with the group until 1963.
,2,9,N,
,3,9,N,
,4,9,HT,"From 1963 until 1968, Chambers played with Wynton Kelly's trio."
,5,9,N,
,0,11,N,
,1,11,HT,"He was hospitalized at the end of 1968 with what was thought to be a severe case of influenza, but tests revealed that he had tuberculosis."
,2,11,HT,"As his organ functions deteriorated, Chambers lapsed into a coma for 18 days."
,3,11,N,
,4,11,HT,"On January 4, 1969 he died of tuberculosis aged 33."
,0,13,N,
,1,13,N,
,2,13,N,
,0,14,N,
,1,14,N,
,2,14,N,
,3,14,HT,"Tommy Flanagan wrote ""Big Paul"", which was performed on the Kenny Burrell and John Coltrane Prestige 1958 LP."
,4,14,HM,"Max Roach wrote a drum solo called ""Five For Paul"", on a 1977 drum solo LP recorded in Japan, and Sonny Rollins wrote ""Paul's Pal"" for him as well."
,5,14,HT,"In the world of alternative rock, Barenaked Ladies bass player Jim Creeggan wrote the song ""Paul Chambers"" for their 2021 album Detour de Force."
,0,15,N,
,0,16,N,
,1,16,N,
,2,16,N,
,3,16,N,
,4,16,N,
,0,20,HT,Westlake Bounce The Music Of John Graas (1957)
,0,22,HT,"Paul Chambers Quintet (Blue Note, 1958)"
,0,23,HT,"We Three (New Jazz, 1959) with Roy Haynes and Phineas Newborn Jr."
