before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Speight Jenkins Jr. (born January 31, 1937) is a classical music critic and music administrator."
,1,0,N,
,0,2,HT,"Jenkins, a native of Dallas, Texas, is the son of Speight Jenkins Sr."
,1,2,N,
,2,2,N,
,3,2,N,
,4,2,N,
,0,4,N,
,1,4,HT,"He worked for seven years at Opera News as its news and reports editor, and later at the New York Post from 1973 to 1981 as music critic."
,2,4,HT,He has been a host for U.S. television's Live from the Metropolitan Opera and a guest speaker on the Metropolitan Opera radio broadcasts.
,0,6,HT,"In the early 1980s, Jenkins was a guest lecturer at Seattle Opera for the company's production of Richard Wagner's Der Ring des Nibelungen."
,1,6,HT,"His knowledge impressed the Seattle Opera board of trustees,  such that they offered him the post of general director of the company and he began his tenure in that post with the company in 1983."
,2,6,HT,"His contract was extended for another ten years, and in 2003, he signed another 10-year extension to his contract."
,3,6,N,
,4,6,N,
,0,7,N,
,1,7,HT,"In 2010 Seattle Opera commissioned and gave the world premiere of Amelia, by Daron Hagen."
,0,8,HT,"Jenkins stepped down as General Director of Seattle Opera in August 2014, and was replaced by Aidan Lang."
,0,10,N,
,0,13,N,
