before,after,paragraphIndex,annotation,sentences
,0,0,HM,"Machiko Saitō (齊藤 真知子, Saitō Machiko, born March 25, 1992), better known by her stage name Machiko, or Machico, is a Japanese singer and voice actress from Kure, Hiroshima."
,1,0,HT,"After participating in an audition organized by Horipro, she made her music debut in 2012, singing a theme song for a PC game."
,2,0,N,
,3,0,HT,in 2013.
,4,0,N,
,5,0,HT,"Machico released two albums between 2014 and 2015, and opened her official fanclub in late 2016."
,0,2,HT,"Machico's career began after she participated in the 36th Horipro Talent Scout Campaign in 2011, where she was a finalist."
,1,2,HT,"Although she was not declared the campaign's winner, she would make her media debut in 2012 when she was chosen to perform the song ""Magical Happy Show!"", which was used as the theme song to the 2012 visual novel"
,2,2,N,
,3,2,N,
,4,2,HT,Machico debuted as a voice actress in 2013 when she was cast as the character Tsubasa Ibuki in the mobile game The Idolmaster Million Live!
,5,2,N,
,6,2,HT,"The following year, she released her first album titled Colors, which was released on June 11, 2014; the album peaked at number 64 on the Oricon weekly charts."
,7,2,HT,"Her second album Colors II -RML- was released on April 8, 2015; the album peaked at number 86 on the Oricon weekly charts."
,8,2,HT,"That same year, she voiced the character Sophia Mertesacker in the anime television series World Break: Aria of Curse for a Holy Swordsman."
,9,2,HT,She made a cameo as herself in the 2015 anime television series Seiyu's Life!.
,10,2,HT,"Machico performed the song ""Fantastic Dreamer"", which was used as the opening theme to the 2016 anime television series KonoSuba; the single for ""Fantastic Dreamer"" was released on January 27, 2016, and it peaked at number 42 on the Oricon weekly charts."
,11,2,HT,"Her next single, ""Yūki no Tsubasa"" (勇気のつばさ, Wings of Courage) was released on November 9, 2016; the title track is used as the second ending theme to the anime television series Age 12."
,12,2,HT,"She portrayed the character Serina Nishiyama in the 2016 anime television series Three Leaves, Three Colors."
,13,2,HT,She opened her official fanclub ZO≒NA in December 2016.
,14,2,HT,"Her fourth single ""Tomorrow"" was released on February 1, 2017; the title track is used as the opening theme to the second season of KonoSuba."
,15,2,HT,She was cast as the character Icea Mize Valgalis in the 2017 anime television series WorldEnd.
,16,2,HT,"Her fifth single ""Kore Kara"" (コレカラ, From Now On) was released on January 31, 2018; the title track is used as the opening theme to the anime series The Ryuo's Work is Never Done!."
,17,2,N,
,18,2,N,
,19,2,N,
,20,2,N,
,21,2,N,
,22,2,N,
,23,2,N,
