before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Horst Wende (5 November 1919 – 23 January 1996) was a German bandleader, arranger and composer."
,1,0,N,
,2,0,HT,"He was part of the wave of German-based easy-listening artists who were popular in the 1960s and 1970s, along with Bert Kaempfert and James Last."
,0,2,N,
,1,2,N,
,2,2,N,
,0,3,N,
,1,3,HT,"During his captivity in a Danish prisoner-of-war camp, he met a guitarist named Ladi Geisler, with whom he soon formed a small combo."
,2,3,HT,"After the war, he led various combos (which usually included Geisler) in the Salambo Night Club from René Durand & The Tarantella Night Club near the famous Reeperbahn."
,3,3,N,
,4,3,HT,"Settling in Hamburg, he became part of the burgeoning music scene in the port city."
,5,3,HT,"Signed to the Polydor label in the 1950s, as a composer, producer and musician he made accordion and dance band music under his own name."
,6,3,HT,"He also started with Middle & South America music recordings under the alias of Roberto Delgado, and with piano albums as Mister Pepper."
,7,3,HT,"The Delgado albums became popular in Europe, and then found an audience in the UK, Japan and North America and Australia as Polydor opened up several international subsidiaries."
,8,3,N,
,0,4,N,
,1,4,N,
,2,4,HT,"He managed to break into the German singles market with his version of ""Mexico"" in 1962."
,3,4,N,
,4,4,N,
,0,5,HT,"Like most of his pop orchestral contemporaries, Wende’s popularity had faded by the 1980s, and he gradually retired from playing music professionally."
,1,5,HT,"In recent years, his music has become popular again, and some of his recordings have been reissued on CD."
,2,5,N,
,3,5,HT,"His song ""Skokiaan"", from the 1958 album Africana, is used at the end of Richard Linklater's film Slacker (1990)."
,0,8,N,
,0,9,N,
,0,11,N,
,0,14,HT,1957	Romance Em Veneca  RD
,0,18,HT,1960	Dance To Delgado  RD
,0,23,HT,1962	Portrait Of Roberto Delgado
,0,27,HT,1964	Olé Roberto Delgado  RD
,0,29,N,
,1,29,N,
,0,35,HT,1965  Die Original Schwarzwaldfamilie Seitz  HW
,0,37,HM,1965	Camino De Mexico  RD
,0,39,HT,1966	Tanz Durch's Musical Wunderland  RD
,0,45,N,
,1,45,N,
,0,49,N,
,1,49,N,
,0,66,HT,1969	This Is Roberto Delgado
,0,71,HT,1970	The Very Best Of Roberto Delgado
,0,74,N,
,0,77,N,
,0,82,N,
,0,85,HT,1974	Dance Time With Roberto Delgado
,0,88,N,
,0,89,N,
,0,91,N,
,0,101,HT,1977	Roberto Delgado In Gold
,0,103,N,
,0,107,HT,1979	Roberto Delgado Meets Kalinka
,0,114,N,
,0,117,N,
,0,118,N,
,0,122,HT,2014   Bouzouki Magic & Bouzouki King  RD  2CD
,0,123,N,
