before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Adrian Nicholas Matthews Thaws (born 27 January 1968), better known by his stage name Tricky, is a British record producer and rapper."
,1,0,HT,"Born and raised in Bristol, he began his career as an early member of the band Massive Attack alongside Robert Del Naja, Grant Marshall & Andrew Vowles."
,2,0,HT,"He embarked on a solo career with his debut album, Maxinquaye, in 1995."
,3,0,N,
,4,0,HT,"He released four more studio albums before the end of the decade, including Pre-Millennium Tension and the pseudonymous Nearly God, both in 1996."
,5,0,HT,"He has gone on to release nine studio albums since 2000, most recently Fall to Pieces (2020)."
,6,0,HT,"In 2016, he joined Massive Attack on stage for the first time in two decades while continuing his solo career."
,0,1,N,
,1,1,N,
,0,3,HT,"Tricky was born in the Knowle West neighbourhood of Bristol, to a Jamaican father and a mixed-race Anglo-Guyanese mother."
,1,3,N,
,2,3,N,
,3,3,HT,"Bristol musician Bunny Marrett claimed in 2012, ""It became the most popular sound system in Bristol at the time."
3.0,4,3,HM,"Bristol musician Bunny Marrett claimed in 2012, ""It became the most popular sound system in Bristol at the time. ""Tricky experienced a difficult childhood in Knowle West, an economically deprived area in Southern Bristol."
,5,3,N,
,6,3,N,
,7,3,HT,"At the age of 15, he began to write lyrics (""I like to rock, I like to dance, I like pretty girls taking down their pants"" MixMag, 1996)."
,8,3,N,
,9,3,N,
,10,3,N,
,0,6,HT,"In the mid-1980s, Tricky met DJ Milo and spent time with a sound system called the Wild Bunch, which by 1987 evolved into Massive Attack."
,1,6,N,
,2,6,HT,He also rapped on Massive Attack's acclaimed debut album Blue Lines (1991).
2.0,3,6,HM,"He also rapped on Massive Attack's acclaimed debut album Blue Lines (1991). In 1991, before the release of Massive Attack's album Blue Lines, he met Martina Topley-Bird in Bristol."
,4,6,N,
,5,6,N,
,6,6,N,
,7,6,HT,So in 1993 he decided to press a few hundred vinyl copies of the song.
,8,6,N,
,9,6,HT,(NME 1994).
,10,6,HT,"In 1995, a white label got him a contract with Island Records and he started to record his first solo album, Maxinquaye."
,0,8,N,
,1,8,N,
,2,8,N,
,3,8,N,
,4,8,HT,"Rap and Hip-Hop Outside the USA: ""Tricky showed his debt to hip-hop aesthetics by reconstructualising samples and slices of both the most respected black music (Public Enemy) and the tackiest pop (quoting David Cassidy's ""How Can I Be Sure?"")."""
,5,8,N,
,6,8,N,
,7,8,N,
,8,8,N,
,0,9,HT,"In 1996, Neneh Cherry and Björk appeared as guests on his second album Nearly God."
,1,9,N,
,0,10,HT,that had previously inspired Tricky when he forged his style.
,1,10,HT,"In 2001, Tricky appeared on the Thirteen Ghosts soundtrack with the song ""Excess"" which (briefly) features Alanis Morissette during two of the choruses."
,2,10,HT,In 2002 that song also appeared on the Queen of the Damned soundtrack.
,0,12,HT,"Tricky's studio album Knowle West Boy was released in the UK and Ireland in July 2008, and September 2008 in the US."
,1,12,N,
,2,12,N,
,3,12,N,
,4,12,N,
,5,12,HT,"In an interview with The Skinny in July 2008, Tricky mentioned that Knowle West Boy was the first album for which he decided to enlist a co-producer."
,6,12,N,
,7,12,N,
,8,12,HM,"In December 2009, the media reported that Massive Attack met Tricky in Paris and asked him to work on a future project—Daddy G said: ""Things seem like they've healed between us and Tricky."
,9,12,N,
,10,12,N,
,11,12,N,
,12,12,HT,"We saw Tricky a couple of weeks ago in Paris and it was quite an amicable meeting after five or six years."""
,13,12,HT,"Tricky agreed to record with the band and he revealed in a June 2013 interview that ""there's a couple of songs which are OK, which are really good actually to be honest with you""."
,14,12,HT,"However, Tricky also stated in June 2013 that he could not spend more than two or three days with Massive Attack and described band member Daddy G as ""very arrogant""."
,15,12,HT,Tricky's ninth album Mixed Race was released on 27 September 2010 and the first single from the album became available on 23 August.
,16,12,N,
,17,12,N,
,18,12,N,
,19,12,N,
,0,13,HT,Tricky produced rapper Omni's album IamOmni (produced by Tricky) (released under the moniker IamOmni) that was available from 30 August 2011 as a free download on Omni's official site.
,0,15,HT,"On 26 June 2011, Tricky appeared on stage during Beyoncé's headline slot on the pyramid stage at Glastonbury for the track ""Baby Boy""."
,1,15,N,
,2,15,N,
,3,15,HM,"In April 2012, Tricky performed Maxinquaye with Martina Topley-Bird at several concerts around the UK including, for the first time in several years in his home town of Bristol."
3.0,4,15,HM,"In April 2012, Tricky performed Maxinquaye with Martina Topley-Bird at several concerts around the UK including, for the first time in several years in his home town of Bristol. The concerts featured regular interruptions orchestrated by Tricky, where he brought his youngest brother, Marlon Thaws to rap on stage alongside other local rappers as well as encouraging the audience to come up on stage."
,5,15,HT,"The review of the concert in Manchester said it was ""shambolic"" and a ""car crash"" with Tricky often leaving the stage and continuously forgetting his words, leaving Topley Bird to carry the delivery of the tracks, resulting in many leaving early after repeated issues with Tricky's behaviour and shouts of ""wanker"" from the crowd."
,6,15,HT,"In February 2013, Tricky announced the release of a new album, False Idols."
,7,15,HT,"The album is the follow up from his 2010 Mixed Race and featured Peter Silberman, Fifi Rong and Nneka."
,8,15,N,
,0,16,N,
,1,16,N,
,2,16,N,
,3,16,N,
,4,16,N,
,5,16,HT,"""In spring 2014, it was announced that Tricky is to perform at a number of festivals throughout Europe over the summer of 2014, including Control Day Out in Romania, festival Couleur Café in Belgium, Positivus Festival in Latvia and Galtres Parklands Festival in England, the latter of which he co-headlines with contemporaries Morcheeba."
,6,16,HT,Tricky announced a new album titled Adrian Thaws in June 2014.
,7,16,N,
,8,16,N,
,9,16,HT,"The same month was released a song Tricky had written with 3D from Massive Attack, on the band's EP Ritual Spirit."
,10,16,HT,"His thirteenth official studio album, ununiform, was released on 22 September 2017, and featured collaborations with Asia Argento, Avalon Lurks, and Martina Topley-Bird, as well as a cover of Hole's ""Doll Parts""."
,11,16,N,
,12,16,HT,"Commissioning Editor Kerri Sharp acquired World rights from K7 Music – the independent music company headquartered in Berlin, where Tricky now lives."
,13,16,N,
,14,16,N,
,15,16,N,
,16,16,N,
,17,16,HT,"Tricky's next album, Fall to Pieces, is scheduled for release in September."
,0,18,HT,"By the time Pre-Millennium Tension was released in 1996, Tricky was increasingly irritated with the British press, particularly articles written in The Face magazine."
,1,18,N,
,2,18,N,
,3,18,N,
,4,18,N,
,5,18,N,
,6,18,N,
,0,21,N,
,1,21,N,
,0,22,N,
,1,22,HT,"He appeared in a significant supporting role in the 1997 Luc Besson film The Fifth Element, playing the right-hand man ""Right Arm"" to evil businessman Mr. Zorg."
