before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Taalib Hassan Johnson, professionally known as Musiq Soulchild or simply Musiq (pronounced just like ""music""; born September 16, 1977) is an American singer and songwriter whose style blends R&B, funk, blues, jazz, gospel influences fused with hip hop."
,0,2,HT,"Musiq was born in Philadelphia, Pennsylvania, and raised in a strict Muslim household."
,1,2,HT,"During his teenage years he built a reputation for being musically gifted, beat boxing for MCs free styling on the open mic circuit, scatting at jazz clubs or just performing an a cappella for strangers on the streets, which is where he got the name ""Musiq"" and later added ""Soulchild""."
,2,2,N,
,3,2,N,
,0,5,N,
,1,5,HT,"He later released his debut album, Aijuswanaseing, in late 2000."
,2,5,N,
,3,5,HT,"Musiq's second single ""Love"" spent 22 weeks on the Billboard Hot 100 charts."
,0,8,N,
,1,8,HT,"In 2006, media outlets circulated that Musiq was involved in a de facto record label trade, transitioning from Def Soul's master label Def Jam Recordings to Atlantic Records, while the trade sent rapper Fabolous from Atlantic to Def Jam."
,0,11,N,
,1,11,N,
,2,11,N,
,3,11,HT,"""SoBeautiful"" marked the first collaboration between Musiq and the producer JR Hutson, after Hutson had spent ""about eight months"" trying to get Musiq to come by his studio."
,4,11,N,
,5,11,HT,"In May 2010, he changed management to Victor Grieg."
,6,11,N,
,7,11,N,
,0,13,HT,"In September 2013, Musiq released a duet album with Syleena Johnson entitled 9ine."
,1,13,HT,This album was a compilation of nine reggae songs recorded in nine days on the independent Shanachie label.
,0,14,HT,"Also in September 2013, Musiq announced his departure from Atlantic Records and becoming an independent artist."
,1,14,HT,He revealed he is now signed to record producer Warryn Campbell's label My Block Records.
,2,14,HT,Musiq previously worked with Campbell on his first two albums on Atlantic – 2007's Luvanmusiq and 2008's OnMyRadio.
,0,19,HT,"the song ""Nothing at All"" from Carlos Santana's October 2002 album Shaman;"
,0,23,HT,Black Ice's September 2006
,1,23,N,
,0,24,HT,rapper Lloyd Banks's October 2006 album Rotten Apple on the song Addicted;
,0,26,HT,"on Talib Kweli's August 2007 album Eardrum on the song ""Oh My Stars"";"
,0,27,HT,"Ice Cube's August 2008 album Raw Footage on the song ""Why Me?"";"
,0,29,HT,"Kehlani's February 2019 mixtape While We Wait on the song ""Footsteps"";"
,0,32,HT,Soulchild has also appeared on the soundtrack to Tyler Perry's February 2007 movie Daddy's Little Girls.
,0,34,HT,"He then recorded a remake of Arrested Development's song ""People Everyday"" with British rapper and singer Estelle for the soundtrack to Tyler Perry's March 2008 Meet the Browns entitled ""People Everyday (Metamorphosis Mix)""."
,0,36,HT,Musiq guest starred as himself in the UPN sitcom Half and Half in May 2004 and The CW comedy The Game in October 2007.
,1,36,HT,"On June 25, 2012, Musiq released a book on love and relationships entitled ""143 – Love According To Musiq""."
,0,38,HT,"Musiq resides in Atlanta, Georgia."
,1,38,HT,"In 2009, he had a son with 702 singer Kameelah Williams."
,2,38,HT,"He also has a younger daughter born in 2017, Satori, with Ashley Wright."
,0,39,N,
,0,47,N,
,1,47,N,
,2,47,HT,"Soulchild has also received 13 Grammy nominations, including 3 for his 2007 album Luvanmusiq."
